1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1596,MN,Minnesota,04,H4MN04124,,Dave,Thomas,"Thomas, Dave",,IDP,Unopposed,,,,14059,5.81823147945058%,,,,,,
1597,MN,Minnesota,04,n/a,,,Scattered,Scattered,,W,,,,,229,0.0947702545553868%,,,,,,
1598,MN,Minnesota,04,n/a,,,,,District Votes:,,,,,,241637,,,,,,,
1599,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1600,MN,Minnesota,05,H6MN05183,(I),Keith,Ellison,"Ellison, Keith",,DFL,Unopposed,,,,167079,70.7931867293759%,,,,,W,
1601,MN,Minnesota,05,H4MN05071,,Doug,Daggett,"Daggett, Doug",,R,Unopposed,,,,56577,23.972289309775%,,,,,,
1602,MN,Minnesota,05,H4MN05089,,Lee,Bauer,"Bauer, Lee",,IDP,Unopposed,,,,12001,5.08495402737172%,,,,,,
1603,MN,Minnesota,05,n/a,,,Scattered,Scattered,,W,,,,,353,0.149569933477395%,,,,,,
1604,MN,Minnesota,05,n/a,,,,,District Votes:,,,,,,236010,,,,,,,
1605,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1606,MN,Minnesota,06,H4MN06087 ,,Tom,Emmer,"Emmer, Tom",,R,19557,73.2966044524399%,,,133328,56.2931187353808%,,,,,W,
1607,MN,Minnesota,06,H4MN06103,,Rhonda,Sivarajah,"Sivarajah, Rhonda",,R,7125,26.7033955475602%,,,,,,,,,,
1608,MN,Minnesota,06,n/a,,,,,Party Votes:,R,26682,,,,,,,,,,,
1609,MN,Minnesota,06,H4MN06129 ,,Joe,Perske,"Perske, Joe",,DFL,10070,100%,,,90926,38.3903464698581%,,,,,,
1610,MN,Minnesota,06,n/a,,,,,Party Votes:,DFL,10070,,,,,,,,,,,
1611,MN,Minnesota,06,H4MN06137,,John,Denney,"Denney, John",,IDP,467,100%,,,12457,5.25953573207907%,,,,,,
1612,MN,Minnesota,06,n/a,,,,,Party Votes:,IDP,467,,,,,,,,,,,
1613,MN,Minnesota,06,n/a,,,Scattered,Scattered,,W,,,,,135,0.0569990626820803%,,,,,,
1614,MN,Minnesota,06,n/a,,,,,District Votes:,,37219,,,,236846,,,,,,,
1615,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1616,MN,Minnesota,07,H2MN07014,(I),Collin C.,Peterson,"Peterson, Collin C.",,DFL,Unopposed,,,,130546,54.205576431997%,,,,,W,
1617,MN,Minnesota,07,H4MN07077 ,,Torrey,Westrom,"Westrom, Torrey",,R,Unopposed,,,,109955,45.6557394066477%,,,,,,
1618,MN,Minnesota,07,n/a,,,Scattered,Scattered,,W,,,,,334,0.138684161355285%,,,,,,
1619,MN,Minnesota,07,n/a,,,,,District Votes:,,,,,,240835,,,,,,,
1620,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1621,MN,Minnesota,08,H2MN08111 ,(I),Rick,Nolan,"Nolan, Rick",,DFL,Unopposed,,,,129090,48.5149370685087%,,,,,W,
1622,MN,Minnesota,08,H4MN08083 ,,Stewart,Mills,"Mills, Stewart",,R,Unopposed,,,,125358,47.1123671936952%,,,,,,
1623,MN,Minnesota,08,H4MN08091,,Ray Skip,Sandman,"Sandman, Ray Skip",,GRE,,,,,11450,4.30316856018611%,,,,,,
1624,MN,Minnesota,08,n/a,,,Scattered,Scattered,,W,,,,,185,0.0695271776099939%,,,,,,
1625,MN,Minnesota,08,n/a,,,,,District Votes:,,,,,,266083,,,,,,,
1626,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1627,MN,Minnesota,H,n/a,,,,,Total State Votes:,,114500,,,,1963539,,,,,,,
1628,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1629,,,,n/a,,,,,,,,,,,,,,,,,,
1630,MS,Mississippi,01,H0MS01043,(I),Alan,Nunnelee,"Nunnelee, Alan",,R,56550,100%,,,102622,67.9116675821085%,,,,,W,
1631,MS,Mississippi,01,n/a,,,,,Party Votes:,R,56550,,,,,,,,,,,
1632,MS,Mississippi,01,H4MS01110,,Ron E. ,Dickey,"Dickey, Ron E. ",,D,9741,65.9825238772607%,,,43713,28.9277418586337%,,,,,,
1633,MS,Mississippi,01,H2MS01031,,Rex N.,Weathers,"Weathers, Rex N.",,D,5022,34.0174761227393%,,,,,,,,,,
1634,MS,Mississippi,01,n/a,,,,,Party Votes:,D,14763,,,,,,,,,,,
1635,MS,Mississippi,01,H2MS01114,,Danny,Bedwell,"Bedwell, Danny",,LIB,Unopposed,,,,3830,2.53456068717698%,,,,,,
1636,MS,Mississippi,01,H4MS01128,,Lajena,Walley,"Walley, Lajena",,REF,Unopposed,,,,946,0.626029872080788%,,,,,,
1637,MS,Mississippi,01,n/a,,,,,District Votes:,,71313,,,,151111,,,,,,,
1638,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1639,MS,Mississippi,02,H4MS02068,(I),Bennie G.,Thompson,"Thompson, Bennie G.",,D,41618,95.721974331846%,,,100688,67.7367705824577%,,,,,W,
1640,MS,Mississippi,02,H4MS02175,,Damien,Fairconetue,"Fairconetue, Damien",,D,1860,4.27802566815401%,,,,,,,,,,
1641,MS,Mississippi,02,n/a,,,,,Party Votes:,D,43478,,,,,,,,,,,
1642,MS,Mississippi,02,H4MS02183,,Troy,Ray,"Ray, Troy",,IND,,,,,36465,24.5314371056066%,,,,,,
1643,MS,Mississippi,02,H4MS02191,,Shelley,Shoemake,"Shoemake, Shelley",,REF,Unopposed,,,,11493,7.73179231193574%,,,,,,
1644,MS,Mississippi,02,n/a,,,,,District Votes:,,43478,,,,148646,,,,,,,
1645,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1646,MS,Mississippi,03,H8MS03067,(I),Gregg,Harper,"Harper, Gregg",,R,85674,92.1899883785994%,,,117771,68.8936857253168%,,,,,W,
1647,MS,Mississippi,03,H4MS02043,,Hardy,Caraway,"Caraway, Hardy",,R,7258,7.81001162140059%,,,,,,,,,,
1648,MS,Mississippi,03,n/a,,,,,Party Votes:,R,92932,,,,,,,,,,,
1649,MS,Mississippi,03,H4MS00013,,Douglas MacArthur (Doug),Magee,"Magee, Douglas MacArthur (Doug)",,D,7738,48.2178464606182%,4925,52.4661766272505%,47744,27.9292876112925%,,,,,,
1650,MS,Mississippi,03,H4MS03041,,Dennis C. ,Quinn,"Quinn, Dennis C. ",,D,5820,36.2662013958126%,4462,47.5338233727495%,,,,,,,,
1651,MS,Mississippi,03,H4MS03033,,Jim,Liljeberg,"Liljeberg, Jim",,D,2490,15.5159521435693%,,,,,,,,,,
1652,MS,Mississippi,03,n/a,,,,,Party Votes:,D,16048,,9387,,,,,,,,,
1653,MS,Mississippi,03,H4MS03058,,Roger,Gerrard,"Gerrard, Roger",,IND,,,,,3890,2.27557240298106%,,,,,,
1654,MS,Mississippi,03,H4MS01102,,Barbara Dale,Washer,"Washer, Barbara Dale",,REF,Unopposed,,,,1541,0.90145426040972%,,,,,,
1655,MS,Mississippi,03,n/a,,,,,District Votes:,,108980,,9387,,170946,,,,,,,
1656,MS,Mississippi,03,n/a,,,,,,,,,,,,,,,,,,
1657,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1658,MS,Mississippi,04,H0MS04120,(I),Steven McCarty,Palazzo,"Palazzo, Steven McCarty",,R,54268,50.5340397992346%,,,108776,69.9182393171183%,,,,,W,
1659,MS,Mississippi,04,H4MS04130,,Gene,Taylor,"Taylor, Gene",,R,46133,42.9587760385142%,,,,,,,,,,
1660,MS,Mississippi,04,H4MS04122,,Tom ,Carter,"Carter, Tom ",,R,4955,4.61406661762378%,,,,,,,,,,
1661,MS,Mississippi,04,H4MS04098,,Tavish C.,Kelly,"Kelly, Tavish C.",,R,1129,1.05131810520631%,,,,,,,,,,
1662,MS,Mississippi,04,H2MS04175,,Ron ,Vincent,"Vincent, Ron ",,R,904,0.84179943942117%,,,,,,,,,,
1663,MS,Mississippi,04,n/a,,,,,Party Votes:,R,107389,,,,,,,,,,,
1664,MS,Mississippi,04,H2MS04225,,Matt,Moore,"Moore, Matt",,D,6355,55.6577334033982%,,,37869,24.3411580192318%,,,,,,
1665,MS,Mississippi,04,H4MS04114,,Trish,Causey,"Causey, Trish",,D,5063,44.3422665966019%,,,,,,,,,,
1666,MS,Mississippi,04,n/a,,,,,Party Votes:,D,11418,,,,,,,,,,,
1667,MS,Mississippi,04,H2MS04209,,Cindy,Burleson,"Burleson, Cindy",,IND,,,,,3684,2.36797449478069%,,,,,,
1668,MS,Mississippi,04,H4MS04148,,Joey,Robinson,"Robinson, Joey",,LIB,Unopposed,,,,3473,2.23234946264205%,,,,,,
1669,MS,Mississippi,04,H4MS04155,,Eli,Jackson,"Jackson, Eli",,REF,Unopposed,,,,917,0.589422533038515%,,,,,,
1670,MS,Mississippi,04,H4MS04106,,Ed,Reich,"Reich, Ed",,IND,,,,,857,0.550856173188667%,,,,,,
1671,MS,Mississippi,04,n/a,,,,,District Votes:,,118807,,,,155576,,,,,,,
1672,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1673,MS,Mississippi,H,n/a,,,,,Total State Votes:,,342578,,9387,,626279,,,,,,,
1674,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1675,,,,n/a,,,,,,,,,,,,,,,,,,
1676,MO,Missouri,01,H0MO01066 ,(I),Lacy ,Clay,"Clay, Lacy ",,D,69650,100%,,,119315,72.9782132677652%,,,,,W,
1677,MO,Missouri,01,n/a,,,,,Party Votes:,D,69650,,,,,,,,,,,
1678,MO,Missouri,01,H4MO01118,,Daniel J.,Elder,"Elder, Daniel J.",,R,4196,39.2589820359281%,,,35273,21.5744920302886%,,,,,,
1679,MO,Missouri,01,H0MO01140,,Martin D.,Baker,"Baker, Martin D.",,R,3659,34.2346556886228%,,,,,,,,,,
1680,MO,Missouri,01,H4MO01126,,David,Koehr,"Koehr, David",,R,2833,26.5063622754491%,,,,,,,,,,
1681,MO,Missouri,01,n/a,,,,,Party Votes:,R,10688,,,,,,,,,,,
1682,MO,Missouri,01,H6MO01246,,Robb E.,Cunningham,"Cunningham, Robb E.",,LIB,465,100%,,,8906,5.44729470194625%,,,,,,
1683,MO,Missouri,01,n/a,,,,,Party Votes:,LIB,465,,,,,,,,,,,
1684,MO,Missouri,01,n/a,,,,,District Votes:,,80803,,,,163494,,,,,,,
1685,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1686,MO,Missouri,02,H2MO02102,(I),Ann,Wagner,"Wagner, Ann",,R,55322,100%,,,148191,64.1194719557627%,,,,,W,
1687,MO,Missouri,02,n/a,,,,,Party Votes:,R,55322,,,,,,,,,,,
1688,MO,Missouri,02,H0MO02213,,Arthur ,Lieber,"Lieber, Arthur ",,D,54557,100%,,,75384,32.6172458105635%,,,,,,
1689,MO,Missouri,02,n/a,,,,,Party Votes:,D,54557,,,,,,,,,,,
1690,MO,Missouri,02,H2MO02151,,Bill,Slantz,"Slantz, Bill",,LIB,720,100%,,,7542,3.26328223367385%,,,,,,
1691,MO,Missouri,02,n/a,,,,,Party Votes:,LIB,720,,,,,,,,,,,
1692,MO,Missouri,02,n/a,,,,,District Votes:,,110599,,,,231117,,,,,,,
1693,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1694,MO,Missouri,03,H8MO09153 ,(I),Blaine,Luetkemeyer,"Luetkemeyer, Blaine",,R,71030,79.455456619983%,,,130940,68.3331593779355%,,,,,W,
1695,MO,Missouri,03,H4MO03205,,John ,Morris,"Morris, John ",,R,9786,10.9467985144749%,,,,,,,,,,
1696,MO,Missouri,03,H0MO04151,,Leonard ,Steinman,"Steinman, Leonard ",,R,8580,9.59774486554208%,,,,,,,,,,
1697,MO,Missouri,03,n/a,,,,,Party Votes:,R,89396,,,,,,,,,,,
1698,MO,Missouri,03,H4MO03171,,Courtney ,Denton,"Denton, Courtney ",,D,15987,57.1474530831099%,,,52021,27.1480012524789%,,,,,,
1699,MO,Missouri,03,H4MO03189,,Velma,Steinman,"Steinman, Velma",,D,11988,42.8525469168901%,,,,,,,,,,
1700,MO,Missouri,03,n/a,,,,,Party Votes:,D,27975,,,,,,,,,,,
1701,MO,Missouri,03,H0MO03179,,Steven,Hedrick,"Hedrick, Steven",,LIB,774,100%,,,8593,4.48439620081411%,,,,,,
1702,MO,Missouri,03,n/a,,,,,Party Votes:,LIB,774,,,,,,,,,,,
1703,MO,Missouri,03,H0MO04151,,Harold,Davis,"Davis, Harold",,W,,,,,66,0.034443168771527%,,,,,,
1704,MO,Missouri,03,n/a,,,,,District Votes:,,118145,,,,191620,,,,,,,
1705,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1706,MO,Missouri,04,H0MO04086 ,(I),Vicky ,Hartzler,"Hartzler, Vicky ",,R,65404,74.7175415548066%,,,120014,68.0791441180809%,,,,,W,
1707,MO,Missouri,04,H4MO04138,,John ,Webb,"Webb, John ",,R,22131,25.2824584451934%,,,,,,,,,,
1708,MO,Missouri,04,n/a,,,,,Party Votes:,R,87535,,,,,,,,,,,
1709,MO,Missouri,04,H4MO04120,,Nate ,Irvin,"Irvin, Nate ",,D,26831,100%,,,46464,26.357169599401%,,,,,,
1710,MO,Missouri,04,n/a,,,,,Party Votes:,D,26831,,,,,,,,,,,
1711,MO,Missouri,04,H2MO04116,,Herschel L.,Young,"Young, Herschel L.",,LIB,567,52.9906542056075%,,,9793,5.55517738220846%,,,,,,
1712,MO,Missouri,04,H6MO05197,,Randall (Randy),Langkraehr,"Langkraehr, Randall (Randy)",,LIB,503,47.0093457943925%,,,,,,,,,,
1713,MO,Missouri,04,n/a,,,,,Party Votes:,LIB,1070,,,,,,,,,,,
1714,MO,Missouri,04,H0MO04151,,Gregory A.,Cowan,"Cowan, Gregory A.",,W,,,,,15,0.00850890030972397%,,,,,,
1715,MO,Missouri,04,n/a,,,,,District Votes:,,115436,,,,176286,,,,,,,
1716,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1717,MO,Missouri,05,H4MO05234 ,(I),"Emanuel, II",Cleaver,"Cleaver, Emanuel, II",,D,44296,82.0402644787287%,,,79256,51.5872034367169%,,,,,W,
1718,MO,Missouri,05,H4MO05317,,Mark S.,Memoly,"Memoly, Mark S.",,D,2988,5.53405071027726%,,,,,,,,,,
1719,MO,Missouri,05,H0MO05083,,Charles,Lindsey,"Lindsey, Charles",,D,2687,4.97657103698628%,,,,,,,,,,
1720,MO,Missouri,05,H4MO00011 ,,Eric,Holmes,"Holmes, Eric",,D,2584,4.78580556738837%,,,,,,,,,,
1721,MO,Missouri,05,H2MO06210,,Bob,Gough,"Gough, Bob",,D,1438,2.66330820661938%,,,,,,,,,,
1722,MO,Missouri,05,n/a,,,,,Party Votes:,D,53993,,,,,,,,,,,
1723,MO,Missouri,05,H6MO05189,,Jacob ,Turk,"Turk, Jacob ",,R,24615,68.5941201058938%,,,69071,44.9578546555147%,,,,,,
1724,MO,Missouri,05,H4MO05309 ,,Bill,Lindsey,"Lindsey, Bill",,R,5020,13.9891319492824%,,,,,,,,,,
1725,MO,Missouri,05,H2MO05352 ,,Michael,Burris,"Burris, Michael",,R,4797,13.3677023826111%,,,,,,,,,,
1726,MO,Missouri,05,H4MO05333,,Berton A.,Knox,"Knox, Berton A.",,R,1453,4.04904556221262%,,,,,,,,,,
1727,MO,Missouri,05,n/a,,,,,Party Votes:,R,35885,,,,,,,,,,,
1728,MO,Missouri,05,H4MO05341 ,,Roy,Welborn,"Welborn, Roy",,LIB,813,100%,,,5308,3.45494190776841%,,,,,,
1729,MO,Missouri,05,n/a,,,,,Party Votes:,LIB,813,,,,,,,,,,,
1730,MO,Missouri,05,n/a,,,,,District Votes:,,90691,,,,153635,,,,,,,
1731,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1732,MO,Missouri,06,H0MO06073 ,(I),Sam ,Graves,"Graves, Sam ",,R,56789,76.5949124652694%,,,124616,66.6502647483554%,,,,,W,
1733,MO,Missouri,06,H0MO06164,,Christopher,Ryan,"Ryan, Christopher",,R,8745,11.7949340454803%,,,,,,,,,,
1734,MO,Missouri,06,H4MO06091,,Kyle,Reid,"Reid, Kyle",,R,4364,5.88600253567479%,,,,,,,,,,
1735,MO,Missouri,06,H4MO06067,,Brian L.,Tharp,"Tharp, Brian L.",,R,4244,5.72415095357557%,,,,,,,,,,
1736,MO,Missouri,06,n/a,,,,,Party Votes:,R,74142,,,,,,,,,,,
1737,MO,Missouri,06,H2MO06202 ,,W.A. (Bill),Hedge,"Hedge, W.A. (Bill)",,D,18109,51.6573482428115%,,,55157,29.500454618388%,,,,,,
1738,MO,Missouri,06,H4MO06083 ,,Edwards Dwayne,Fields,"Fields, Edwards Dwayne",,D,9706,27.6871291647649%,,,,,,,,,,
1739,MO,Missouri,06,H4MO06075 ,,Gary Lynn,Crose,"Crose, Gary Lynn",,D,7241,20.6555225924236%,,,,,,,,,,
1740,MO,Missouri,06,n/a,,,,,Party Votes:,D,35056,,,,,,,,,,,
1741,MO,Missouri,06,H2MO06228,,Russ,Monchil,"Monchil, Russ",,LIB,591,100%,,,7197,3.84928063325667%,,,,,,
1742,MO,Missouri,06,n/a,,,,,Party Votes:,LIB,591,,,,,,,,,,,
1743,MO,Missouri,06,n/a,,,,,District Votes:,,109789,,,,186970,,,,,,,
1744,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1745,MO,Missouri,07,H0MO07113 ,(I),Billy,Long,"Long, Billy",,R,55505,62.3630664134917%,,,104054,63.4642009795251%,,,,,W,
1746,MO,Missouri,07,H0MO01165,,Marshall ,Works,"Works, Marshall ",,R,33498,37.6369335865083%,,,,,,,,,,
1747,MO,Missouri,07,n/a,,,,,Party Votes:,R,89003,,,,,,,,,,,
1748,MO,Missouri,07,H2MO07093 ,,Jim,Evans,"Evans, Jim",,D,8671,53.7636408730159%,,,47282,28.8380490006526%,,,,,,
1749,MO,Missouri,07,H4MO07131,,Genevieve,Williams,"Williams, Genevieve",,D,7457,46.2363591269841%,,,,,,,,,,
1750,MO,Missouri,07,n/a,,,,,Party Votes:,D,16128,,,,,,,,,,,
1751,MO,Missouri,07,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LIB,764,100%,,,12584,7.67518312728337%,,,,,,
1752,MO,Missouri,07,n/a,,,,,Party Votes:,LIB,764,,,,,,,,,,,
1753,MO,Missouri,07,H0MO04151,,Nikolas,Bruce,"Bruce, Nikolas",,W,,,,,32,0.0195173124660734%,,,,,,
1754,MO,Missouri,07,H0MO04151,,John C.,Hagerty,"Hagerty, John C.",,W,,,,,3,0.00182974804369438%,,,,,,
1755,MO,Missouri,07,H0MO04151,,Martin,Lindstedt,"Lindstedt, Martin",,W,,,,,2,0.00121983202912959%,,,,,,
1756,MO,Missouri,07,n/a,,,,,District Votes:,,105895,,,,163957,,,,,,,
1757,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1758,MO,Missouri,08,H4MO08162 ,(I),Jason ,Smith,"Smith, Jason ",,R,66511,100%,,,106124,66.650756167412%,,,,,W,
1759,MO,Missouri,08,n/a,,,,,Party Votes:,R,66511,,,,,,,,,,,
1760,MO,Missouri,08,H4MO08212,,Barbara,Stocker,"Stocker, Barbara",,D,28303,100%,,,38721,24.3185700648144%,,,,,,
1761,MO,Missouri,08,n/a,,,,,Party Votes:,D,28303,,,,,,,,,,,
1762,MO,Missouri,08,H4MO08220,,Terry,Hampton,"Hampton, Terry",,IND,,,,,6821,4.28390192433302%,,,,,,
1763,MO,Missouri,08,H4MO08188,,Doug,Enyart,"Enyart, Doug",,CON,368,100%,,,3799,2.3859468421846%,,,,,,
1764,MO,Missouri,08,n/a,,,,,Party Votes:,CON,368,,,,,,,,,,,
1765,MO,Missouri,08,H0MO08277,,Rick ,Vandeven,"Vandeven, Rick ",,LIB,462,100%,,,3759,2.36082500125609%,,,,,,
1766,MO,Missouri,08,n/a,,,,,Party Votes:,LIB,462,,,,,,,,,,,
1767,MO,Missouri,08,n/a,,,,,District Votes:,,95644,,,,159224,,,,,,,
1768,MO,Missouri,,n/a,,,,,,,,,,,,,,,,,,
1769,MO,Missouri,H,n/a,,,,,Total State Votes:,,827002,,,,1426303,,,,,,,
1770,,,,n/a,,,,,,,,,,,,,,,,,,
1771,MT,Montana,00,H4MT01041,,Ryan,Zinke,"Zinke, Ryan",,R,43766,33.2510275559743%,,,203871,55.4052989023353%,,,,,W,
1772,MT,Montana,00,H4MT01033,,Corey ,Stapleton,"Stapleton, Corey ",,R,38591,29.3193438836678%,,,,,,,,,,
1773,MT,Montana,00,H4MT00050,,Matt,Rosendale,"Rosendale, Matt",,R,37965,28.8437431148052%,,,,,,,,,,
1774,MT,Montana,00,H4MT01058,,Elsie,Arntzen,"Arntzen, Elsie",,R,9011,6.84606793645488%,,,,,,,,,,
1775,MT,Montana,00,H4MT00084,,Drew,Turiano,"Turiano, Drew",,R,2290,1.73981750909795%,,,,,,,,,,
1776,MT,Montana,00,n/a,,,,,Party Votes:,R,131623,,,,,,,,,,,
1777,MT,Montana,00,H4MT00068,,John ,Lewis,"Lewis, John ",,D,42588,59.8415017985612%,,,148690,40.4089541611521%,,,,,,
1778,MT,Montana,00,H8MT00051,,John ,Driscoll,"Driscoll, John ",,D,28580,40.1584982014388%,,,,,,,,,,
1779,MT,Montana,00,n/a,,,,,Party Votes:,D,71168,,,,,,,,,,,
1780,MT,Montana,00,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LIB,Unopposed,,,,15402,4.18574693651264%,,,,,,
1781,MT,Montana,00,n/a,,,,,District Votes:,,202791,,,,367963,,,,,,,
1782,MT,Montana,H,n/a,,,,,Total State Votes:,,202791,,,,367963,,,,,,,
1783,,,,n/a,,,,,,,,,,,,,,,,,,
1784,NE,Nebraska,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,R,61171,86.5978651717206%,,,123219,68.8155168465908%,,,,,W,
1785,NE,Nebraska,01,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,R,5357,7.58373679889012%,,,,,,,,,,
1786,NE,Nebraska,01,H0NE03191 ,,Dennis L.,Parker,"Parker, Dennis L.",,R,4110,5.81839802938928%,,,,,,,,,,
1787,NE,Nebraska,01,n/a,,,,,Party Votes:,R,70638,,,,,,,,,,,
1788,NE,Nebraska,01,H4NE01163,,Dennis P.,Crawford,"Crawford, Dennis P.",,D,23336,100%,,,55838,31.1844831534092%,,,,,,
1789,NE,Nebraska,01,n/a,,,,,Party Votes:,D,23336,,,,,,,,,,,
1790,NE,Nebraska,01,H4NE01163,,Dennis P.,Crawford,"Crawford, Dennis P.",,N(D),804,100%,,,,,,,,,,
1791,NE,Nebraska,01,n/a,,,,,Party Votes:,N(D),804,,,,,,,,,,,
1792,NE,Nebraska,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(R),2502,74.8205741626794%,,,,,,,,,,
1793,NE,Nebraska,01,H0NE01070,,Jessica L.,Turek,"Turek, Jessica L.",,N(R),545,16.2978468899522%,,,,,,,,,,
1794,NE,Nebraska,01,H0NE03191 ,,Dennis L.,Parker,"Parker, Dennis L.",,N(R),297,8.88157894736842%,,,,,,,,,,
1795,NE,Nebraska,01,n/a,,,,,Party Votes:,N(R),3344,,,,,,,,,,,
1796,NE,Nebraska,01,n/a,,,,,District Votes:,,98122,,,,179057,,,,,,,
1797,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1798,NE,Nebraska,02,H4NE02054,,Brad ,Ashford,"Ashford, Brad ",,D,16571,81.4900417998525%,,,83872,48.9023899620428%,,,,,W,
1799,NE,Nebraska,02,H2NE02116,,Mark ,Aupperle,"Aupperle, Mark ",,D,3764,18.5099582001475%,,,,,,,,,,
1800,NE,Nebraska,02,n/a,,,,,Party Votes:,D,20335,,,,,,,,,,,
1801,NE,Nebraska,02,H8NE02139 ,(I),Lee,Terry,"Terry, Lee",,R,25169,53.4056187404515%,,,78157,45.5702033129457%,,,,,,
1802,NE,Nebraska,02,H4NE02096 ,,Dan,Frei,"Frei, Dan",,R,21959,46.5943812595485%,,,,,,,,,,
1803,NE,Nebraska,02,n/a,,,,,Party Votes:,R,47128,,,,,,,,,,,
1804,NE,Nebraska,02,H8NE02204,,Steven,Laird,"Laird, Steven",,LIB,67,60.9090909090909%,,,9021,5.25978228547773%,,,,,,
1805,NE,Nebraska,02,H4NE02104 ,,Andy ,Shambaugh,"Shambaugh, Andy ",,LIB,43,39.0909090909091%,,,,,,,,,,
1806,NE,Nebraska,02,n/a,,,,,Party Votes:,LIB,110,,,,,,,,,,,
1807,NE,Nebraska,02,H4NE02054,,Brad ,Ashford,"Ashford, Brad ",,N(D),418,79.467680608365%,,,,,,,,,,
1808,NE,Nebraska,02,H2NE02116,,Mark ,Aupperle,"Aupperle, Mark ",,N(D),108,20.532319391635%,,,,,,,,,,
1809,NE,Nebraska,02,n/a,,,,,Party Votes:,N(D),526,,,,,,,,,,,
1810,NE,Nebraska,02,H8NE02204,,Steven,Laird,"Laird, Steven",,N(LIB),10,50%,,,,,,,,,,
1811,NE,Nebraska,02,H4NE02104 ,,Andy ,Shambaugh,"Shambaugh, Andy ",,N(LIB),10,50%,,,,,,,,,,
1812,NE,Nebraska,02,n/a,,,,,Party Votes:,N(LIB),20,,,,,,,,,,,
1813,NE,Nebraska,02,H4NE02096 ,,Dan,Frei,"Frei, Dan",,N(R),1101,63.1307339449541%,,,,,,,,,,
1814,NE,Nebraska,02,H8NE02139 ,(I),Lee,Terry,"Terry, Lee",,N(R),643,36.8692660550459%,,,,,,,,,,
1815,NE,Nebraska,02,n/a,,,,,Party Votes:,N(R),1744,,,,,,,,,,,
1816,NE,Nebraska,02,H0NE03191 ,,,Scattered,Scattered,,W,,,,,459,0.267624439533785%,,,,,,
1817,NE,Nebraska,02,n/a,,,,,District Votes:,,69863,,,,171509,,,,,,,
1818,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
1819,NE,Nebraska,03,H6NE03115 ,(I),Adrian,Smith,"Smith, Adrian",,R,66586,68.2359451538194%,,,139440,75.3876430008002%,,,,,W,
1820,NE,Nebraska,03,H4NE03060,,Tom,Brewer,"Brewer, Tom",,R,30996,31.7640548461807%,,,,,,,,,,
1821,NE,Nebraska,03,n/a,,,,,Party Votes:,R,97582,,,,,,,,,,,
1822,NE,Nebraska,03,H2NE03023,,Mark ,Sullivan,"Sullivan, Mark ",,D,19936,100%,,,45524,24.6123569991998%,,,,,,
1823,NE,Nebraska,03,n/a,,,,,Party Votes:,D,19936,,,,,,,,,,,
1824,NE,Nebraska,03,H2NE03023,,Mark ,Sullivan,"Sullivan, Mark ",,N(D),133,100%,,,,,,,,,,
1825,NE,Nebraska,03,n/a,,,,,Party Votes:,N(D),133,,,,,,,,,,,
1826,NE,Nebraska,03,H6NE03115 ,(I),Adrian,Smith,"Smith, Adrian",,N(R),527,52.8585757271815%,,,,,,,,,,
1827,NE,Nebraska,03,H4NE03060,,Tom,Brewer,"Brewer, Tom",,N(R),470,47.1414242728185%,,,,,,,,,,
1828,NE,Nebraska,03,n/a,,,,,Party Votes:,N(R),997,,,,,,,,,,,
1829,NE,Nebraska,03,n/a,,,,,District Votes:,,118648,,,,184964,,,,,,,
1830,NE,Nebraska,,n/a,,,,,,,,,,,,,,,,,,
