1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
1709,MI,Michigan,03,n/a,,,,,District Votes:,,76241,,,,342365,,,,,,,
1710,MI,Michigan,03,n/a,,,,,,,,,,,,,,,,,,
1711,MI,Michigan,04,H4MI04126 ,(I),John ,Moolenaar,"Moolenaar, John ",,R,57886,100%,,,194572,61.6219742771994%,,,,,W,
1712,MI,Michigan,04,n/a,,,,,Party Votes:,R,57886,,,,,,,,,,,
1713,MI,Michigan,04,H2MI04237,,Debra,Wirth,"Wirth, Debra",,W(D)/D,2013,100%,,,101277,32.0749577990252%,,,,,,
1714,MI,Michigan,04,n/a,,,,,Party Votes:,D,2013,,,,,,,,,,,
1715,MI,Michigan,04,H8MI05108,,Leonard ,Schwartz,"Schwartz, Leonard ",,LIB,*,,,,8516,2.69706192537791%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1716,MI,Michigan,04,H8MI08086,,George M.,Zimmer,"Zimmer, George M.",,UST,*,,,,5595,1.77196588451026%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1717,MI,Michigan,04,H6MI04170,,Jordan,Salvi,"Salvi, Jordan",,GRE,*,,,,3953,1.25193586085238%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1718,MI,Michigan,04,H6MI04162,,Keith,Butkovich,"Butkovich, Keith",,NLP,,,,,1838,0.582104253034828%,,,,,,
1719,MI,Michigan,04,n/a,,,,,District Votes:,,59899,,,,315751,,,,,,,
1720,MI,Michigan,04,n/a,,,,,,,,,,,,,,,,,,
1721,MI,Michigan,05,H2MI05119 ,(I),Daniel T.,Kildee,"Kildee, Daniel T.",,D,59090,100%,,,195279,61.1601955582838%,,,,,W,
1722,MI,Michigan,05,n/a,,,,,Party Votes:,D,59090,,,,,,,,,,,
1723,MI,Michigan,05,H4MI05123,,Al,Hardwick,"Hardwick, Al",,R,18246,100%,,,112102,35.1096648511859%,,,,,,
1724,MI,Michigan,05,n/a,,,,,Party Votes:,R,18246,,,,,,,,,,,
1725,MI,Michigan,05,H6MI05219,,Steve,Sluka,"Sluka, Steve",,LIB,*,,,,7006,2.19423660547901%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1726,MI,Michigan,05,H2MI05101,,Harley,Mikkelson,"Mikkelson, Harley",,GRE,*,,,,4904,1.53590298505125%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1727,MI,Michigan,05,n/a,,,,,District Votes:,,77336,,,,319291,,,,,,,
1728,MI,Michigan,05,n/a,,,,,,,,,,,,,,,,,,
1729,MI,Michigan,06,H6MI04113 ,(I),Fred,Upton,"Upton, Fred",,R,49733,100%,,,193259,58.6406323487021%,,,,,W,
1730,MI,Michigan,06,n/a,,,,,Party Votes:,R,49733,,,,,,,,,,,
1731,MI,Michigan,06,H4MI06105 ,,Paul,Clements,"Clements, Paul",,D,21622,100%,,,119980,36.4055649113225%,,,,,,
1732,MI,Michigan,06,n/a,,,,,Party Votes:,D,21622,,,,,,,,,,,
1733,MI,Michigan,06,H6MI06159 ,,Lorence,Wenke,"Wenke, Lorence",,LIB,*,,,,16248,4.93013517818943%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1734,MI,Michigan,06,H0MI06087,,Richard Miller,Overton,"Overton, Richard Miller",,W,,,,,78,0.0236675617859906%,,,,,,
1735,MI,Michigan,06,n/a,,,,,District Votes:,,71355,,,,329565,,,,,,,
1736,MI,Michigan,06,n/a,,,,,,,,,,,,,,,,,,
1737,MI,Michigan,07,H4MI07103 ,(I),Tim,Walberg,"Walberg, Tim",,R,43120,75.165164641693%,,,184321,55.0529110801148%,,,,,W,
1738,MI,Michigan,07,H4MI07194,,Doug,North,"North, Doug",,R,14247,24.834835358307%,,,,,,,,,,
1739,MI,Michigan,07,n/a,,,,,Party Votes:,R,57367,,,,,,,,,,,
1740,MI,Michigan,07,H6MI07223 ,,Gretchen D.,Driskell,"Driskell, Gretchen D.",,D,25611,100%,,,134010,40.026044855693%,,,,,,
1741,MI,Michigan,07,n/a,,,,,Party Votes:,D,25611,,,,,,,,,,,
1742,MI,Michigan,07,H2MI07073,,Ken,Proctor,"Proctor, Ken",,LIB,*,,,,16476,4.92104406419221%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1743,MI,Michigan,07,n/a,,,,,District Votes:,,82978,,,,334807,,,,,,,
1744,MI,Michigan,07,n/a,,,,,,,,,,,,,,,,,,
1745,MI,Michigan,08,H4MI08135,(I),Mike,Bishop,"Bishop, Mike",,R,56424,100%,,,205629,56.0345861219507%,,,,,W,
1746,MI,Michigan,08,n/a,,,,,Party Votes:,R,56424,,,,,,,,,,,
1747,MI,Michigan,08,H6MI08262,,Suzanna,Shkreli,"Shkreli, Suzanna  #",,D,,,,,143791,39.1835255390116%,,,,,,#  Melissa Gilbert withdrew after the primary election and Suzanna Shkreli was selected by the party to fill the vacancy on the general election ballot.
1748,MI,Michigan,08,H6MI08247,,Melissa,Gilbert,"Gilbert, Melissa  #",,D,28810,100%,,,,,,,,,,#  Melissa Gilbert withdrew after the primary election and Suzanna Shkreli was selected by the party to fill the vacancy on the general election ballot.
1749,MI,Michigan,08,n/a,,,,,Party Votes:,D,28810,,,,,,,,,,,
1750,MI,Michigan,08,H6MI08288,,Jeff,Wood,"Wood, Jeff",,LIB,*,,,,9619,2.62120947875564%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1751,MI,Michigan,08,H6MI08270,,Maria,Green,"Green, Maria",,GRE,*,,,,5679,1.54754638006584%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1752,MI,Michigan,08,H4MI08101,,Jeremy,Burgess,"Burgess, Jeremy",,NLP,,,,,2250,0.613132480216259%,,,,,,
1753,MI,Michigan,08,n/a,,,,,District Votes:,,85234,,,,366968,,,,,,,
1754,MI,Michigan,08,n/a,,,,,,,,,,,,,,,,,,
1755,MI,Michigan,09,H2MI17023,(I),Sander,Levin,"Levin, Sander",,D,48393,100%,,,199661,57.9105213545066%,,,,,W,
1756,MI,Michigan,09,n/a,,,,,Party Votes:,D,48393,,,,,,,,,,,
1757,MI,Michigan,09,H6MI09187,,Christopher R.,Morse,"Morse, Christopher R.",,R,32964,100%,,,128937,37.3974331085491%,,,,,,
1758,MI,Michigan,09,n/a,,,,,Party Votes:,R,32964,,,,,,,,,,,
1759,MI,Michigan,09,H6MI09195,,Matthew,Orlando,"Orlando, Matthew",,LIB,*,,,,9563,2.7736929881807%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1760,MI,Michigan,09,H4MI09091,,John V.,McDermott,"McDermott, John V.",,GRE,*,,,,6614,1.91835254876369%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1761,MI,Michigan,09,n/a,,,,,District Votes:,,81357,,,,344775,,,,,,,
1762,MI,Michigan,09,n/a,,,,,,,,,,,,,,,,,,
1763,MI,Michigan,10,H4MI04118,,Paul ,Mitchell,"Mitchell, Paul ",,R,30114,37.9508506616257%,,,215132,63.091708384289%,,,,,W,
1764,MI,Michigan,10,H6MI10193,,Phillip,Pavlov,"Pavlov, Phillip",,R,22018,27.7479521109011%,,,,,,,,,,
1765,MI,Michigan,10,H6MI10201 ,,Alan,Sanborn,"Sanborn, Alan",,R,12640,15.9294265910523%,,,,,,,,,,
1766,MI,Michigan,10,H6MI10219,,Tony ,Forlini,"Forlini, Tony ",,R,7888,9.94076874606175%,,,,,,,,,,
1767,MI,Michigan,10,H6MI10235 ,,David J.,VanAssche,"VanAssche, David J.",,R,6690,8.43100189035917%,,,,,,,,,,
1768,MI,Michigan,10,n/a,,,,,Party Votes:,R,79350,,,,,,,,,,,
1769,MI,Michigan,10,H6MI10227,,"Frank, Jr.",Accavitti,"Accavitti, Frank, Jr.",,D,20710,100%,,,110112,32.2925189818847%,,,,,,
1770,MI,Michigan,10,n/a,,,,,Party Votes:,D,20710,,,,,,,,,,,
1771,MI,Michigan,10,H6MI10243,,Lisa Lane,Gioia,"Gioia, Lisa Lane",,LIB,*,,,,10612,3.11217861301003%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1772,MI,Michigan,10,H6MI10250,,Benjamin,Nofs,"Nofs, Benjamin",,GRE,*,,,,5127,1.50359402081629%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1773,MI,Michigan,10,n/a,,,,,District Votes:,,100060,,,,340983,,,,,,,
1774,MI,Michigan,10,n/a,,,,,,,,,,,,,,,,,,
1775,MI,Michigan,11,H4MI11097,(I),David A.,Trott,"Trott, David A.",,R,51221,100%,,,200872,52.9323720381145%,,,,,W,
1776,MI,Michigan,11,n/a,,,,,Party Votes:,R,51221,,,,,,,,,,,
1777,MI,Michigan,11,H4MI11089 ,,Anil ,Kumar,"Kumar, Anil ",,D,29349,100%,,,152461,40.1754469179526%,,,,,,
1778,MI,Michigan,11,n/a,,,,,Party Votes:,D,29349,,,,,,,,,,,
1779,MI,Michigan,11,H2MI11133,,Kerry,Bentivolio,"Bentivolio, Kerry",,NPA,,,,,16610,4.37694999578379%,,,,,,
1780,MI,Michigan,11,H6MI11183,,Jonathan Ray,Osment,"Osment, Jonathan Ray",,LIB,*,,,,9545,2.51523104814909%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1781,MI,Michigan,11,n/a,,,,,District Votes:,,80570,,,,379488,,,,,,,
1782,MI,Michigan,11,n/a,,,,,,,,,,,,,,,,,,
1783,MI,Michigan,12,H4MI12079 ,(I),Debbie,Dingell,"Dingell, Debbie",,D,55046,100%,,,211378,64.3381972472317%,,,,,W,
1784,MI,Michigan,12,n/a,,,,,Party Votes:,D,55046,,,,,,,,,,,
1785,MI,Michigan,12,H6MI12264 ,,Jeff,Jones,"Jones, Jeff",,R,15115,100%,,,96104,29.2516634098532%,,,,,,
1786,MI,Michigan,12,n/a,,,,,Party Votes:,R,15115,,,,,,,,,,,
1787,MI,Michigan,12,H8MI07039,,Gary,Walkowicz,"Walkowicz, Gary",,WC,,,,,9183,2.79507642858447%,,,,,,
1788,MI,Michigan,12,H6MI12272,,Tom,Bagwell,"Bagwell, Tom",,LIB,*,,,,7489,2.2794650303462%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1789,MI,Michigan,12,H6MI12280,,Dylan,Calewarts,"Calewarts, Dylan",,GRE,*,,,,4377,1.33224975802181%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1790,MI,Michigan,12,n/a,,Ejaz,Virk,"Virk, Ejaz",,W,,,,,11,0.00334812596258621%,,,,,,
1791,MI,Michigan,12,n/a,,,,,District Votes:,,70161,,,,328542,,,,,,,
1792,MI,Michigan,12,n/a,,,,,,,,,,,,,,,,,,
1793,MI,Michigan,13,H6MI01028,(I),"John, Jr.",Conyers,"Conyers, John, Jr.",,D,30971,60.8037537301712%,,,198771,77.1036901127632%,,,,,W,
1794,MI,Michigan,13,H6MI13213 ,,Janice,Winfrey,"Winfrey, Janice",,D,19965,39.1962462698288%,,,,,,,,,,
1795,MI,Michigan,13,n/a,,,,,Party Votes:,D,50936,,,,,,,,,,,
1796,MI,Michigan,13,H4MI13200,,Jeff,Gorman,"Gorman, Jeff",,R,4894,100%,,,40541,15.7259394019325%,,,,,,
1797,MI,Michigan,13,n/a,,,,,Party Votes:,R,4894,,,,,,,,,,,
1798,MI,Michigan,13,H6MI13239,,Tiffany,Hayden,"Hayden, Tiffany",,LIB,*,,,,9648,3.7424795478613%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1799,MI,Michigan,13,H4MI13218,,Sam,Johnson,"Johnson, Sam",,WC,,,,,8835,3.42711513322498%,,,,,,
1800,MI,Michigan,13,n/a,,Clyde Darnell,Lynch,"Lynch, Clyde Darnell",,W ,,,,,2,0.000775804218047534%,,,,,,
1801,MI,Michigan,13,n/a,,,,,District Votes:,,55830,,,,257797,,,,,,,
1802,MI,Michigan,13,n/a,,,,,,,,,,,,,,,,,,
1803,MI,Michigan,14,H2MI14111,(I),Brenda L.,Lawrence,"Lawrence, Brenda L.",,D,55544,87.3786713231708%,,,244135,78.5065632496607%,,,,,W,
1804,MI,Michigan,14,H6MI14203,,Vanessa,Moss,"Moss, Vanessa",,D,5253,8.26372174241352%,,,,,,,,,,
1805,MI,Michigan,14,H6MI14195 ,,Terrance,Morrison,"Morrison, Terrance",,D,2770,4.35760693441566%,,,,,,,,,,
1806,MI,Michigan,14,n/a,,,,,Party Votes:,D,63567,,,,,,,,,,,
1807,MI,Michigan,14,H6MI14211 ,,Howard,Klausner,"Klausner, Howard",,R,10964,100%,,,58103,18.6841986789892%,,,,,,
1808,MI,Michigan,14,n/a,,,,,Party Votes:,R,10964,,,,,,,,,,,
1809,MI,Michigan,14,H4MI09083,,Gregory,Creswell,"Creswell, Gregory",,LIB,*,,,,4893,1.57344343900133%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1810,MI,Michigan,14,H6MI14229,,Marcia,Squier,"Squier, Marcia",,GRE,*,,,,3843,1.23579463234869%,,,,,,"* The Libertarian Party nominated by convention on May 14, 2016, the U.S. Taxpayers Party nominated by convention on June 25, 2016, and the Green Party nominated by convention on July 30, 2016.  Convention nominees are noted with an asterisk."
1811,MI,Michigan,14,n/a,,,,,District Votes:,,74531,,,,310974,,,,,,,
1812,MI,Michigan,14,n/a,,,,,,,,,,,,,,,,,,
1813,MI,Michigan,H,n/a,,,,,Total State Votes:,,1134162,,,,4670905,,,,,,,
1814,,,,n/a,,,,,,,,,,,,,,,,,,
1815,MN,Minnesota,,n/a,,,,,,,,,,,,,,,,,,
1816,MN,Minnesota,01,H6MN01174,(I),Tim ,Walz,"Walz, Tim ",,DFL,13538,100%,,,169074,50.3380701864075%,,,,,W,
1817,MN,Minnesota,01,n/a,,,,,Party Votes:,DFL,13538,,,,,,,,,,,
1818,MN,Minnesota,01,H0MN01045,,Jim,Hagedorn,"Hagedorn, Jim",,R,10851,76.5178760313095%,,,166526,49.5794591472474%,,,,,,
1819,MN,Minnesota,01,H6MN01182,,Steve,Williams,"Williams, Steve",,R,3330,23.4821239686905%,,,,,,,,,,
1820,MN,Minnesota,01,n/a,,,,,Party Votes:,R,14181,,,,,,,,,,,
1821,MN,Minnesota,01,n/a,,,Scattered,Scattered,,W,,,,,277,0.0824706663451204%,,,,,,
1822,MN,Minnesota,01,n/a,,,,,District Votes:,,27719,,,,335877,,,,,,,
1823,MN,Minnesota,01,n/a,,,,,,,,,,,,,,,,,,
1824,MN,Minnesota,02,H6MN02149,,Jason,Lewis,"Lewis, Jason",,R,11641,48.9076548189228%,,,173970,46.9536913584912%,,,,,W,
1825,MN,Minnesota,02,H6MN02198,,Darlene,Miller,"Miller, Darlene",,R,7305,30.6906982606504%,,,,,,,,,,
1826,MN,Minnesota,02,H6MN02164 ,,John,Howe,"Howe, John",,R,3244,13.6291067977481%,,,,,,,,,,
1827,MN,Minnesota,02,H6MN02214,,Matthew D.,Erickson,"Erickson, Matthew D.",,R,1612,6.77254012267877%,,,,,,,,,,
1828,MN,Minnesota,02,n/a,,,,,Party Votes:,R,23802,,,,,,,,,,,
1829,MN,Minnesota,02,H6MN02131,,Angie ,Craig,"Craig, Angie ",,DFL,15155,100%,,,167315,45.1575379067997%,,,,,,
1830,MN,Minnesota,02,n/a,,,,,Party Votes:,DFL,15155,,,,,,,,,,,
1831,MN,Minnesota,02,H4MN02136,,Paula,Overby,"Overby, Paula",,IDP,,,,,28869,7.79160841425695%,,,,,,
1832,MN,Minnesota,02,n/a,,,Scattered,Scattered,,W,,,,,360,0.0971623204521287%,,,,,,
1833,MN,Minnesota,02,n/a,,,,,District Votes:,,38957,,,,370514,,,,,,,
1834,MN,Minnesota,02,n/a,,,,,,,,,,,,,,,,,,
1835,MN,Minnesota,03,H8MN03077 ,(I),Erik,Paulsen,"Paulsen, Erik",,R,Unopposed,,,,223077,56.6956570359677%,,,,,W,
1836,MN,Minnesota,03,H8MN03069 ,,Terri E.,Bonoff,"Bonoff, Terri E.",,DFL,Unopposed,,,,169243,43.0135920948295%,,,,,,
1837,MN,Minnesota,03,n/a,,,Scattered,Scattered,,W,,,,,1144,0.290750869202773%,,,,,,
1838,MN,Minnesota,03,n/a,,,,,District Votes:,,,,,,393464,,,,,,,
1839,MN,Minnesota,03,n/a,,,,,,,,,,,,,,,,,,
1840,MN,Minnesota,04,H0MN04049,(I),Betty ,McCollum,"McCollum, Betty ",,DFL,33336,93.9995488382585%,,,203299,57.764587548019%,,,,,W,
1841,MN,Minnesota,04,H0MN04163,,Steve,Carlson,"Carlson, Steve",,DFL,2128,6.00045116174148%,,,,,,,,,,
1842,MN,Minnesota,04,n/a,,,,,Party Votes:,DFL,35464,,,,,,,,,,,
1843,MN,Minnesota,04,H6MN04236,,Greg,Ryan,"Ryan, Greg",,R,5618,81.9786954618415%,,,121032,34.3895619757689%,,,,,,
1844,MN,Minnesota,04,H6MN04244,,Gene,Rechtzigel,"Rechtzigel, Gene",,R,845,12.3303662629505%,,,,,,,,,,
1845,MN,Minnesota,04,H6MN04251 ,,Nikolay Nikolayevich,Bey,"Bey, Nikolay Nikolayevich",,R,390,5.69093827520794%,,,,,,,,,,
1846,MN,Minnesota,04,n/a,,,,,Party Votes:,R,6853,,,,,,,,,,,
1847,MN,Minnesota,04,H6MN04269 ,,Susan Pendergast,Sindt,"Sindt, Susan Pendergast",,LMN,,,,,27152,7.71486372832042%,,,,,,
1848,MN,Minnesota,04,n/a,,,Scattered,Scattered,,W,,,,,461,0.13098674789171%,,,,,,
1849,MN,Minnesota,04,n/a,,,,,District Votes:,,42317,,,,351944,,,,,,,
1850,MN,Minnesota,04,n/a,,,,,,,,,,,,,,,,,,
1851,MN,Minnesota,05,H6MN05183,(I),Keith,Ellison,"Ellison, Keith",,DFL,40380,91.722696710885%,,,249964,69.0733443498157%,,,,,W,
1852,MN,Minnesota,05,H6MN05316,,Gregg A.,Iverson,"Iverson, Gregg A.",,DFL,1887,4.28629838270035%,,,,,,,,,,
1853,MN,Minnesota,05,H4MN05089,,Lee ,Bauer,"Bauer, Lee ",,DFL,1757,3.99100490641468%,,,,,,,,,,
1854,MN,Minnesota,05,n/a,,,,,Party Votes:,DFL,44024,,,,,,,,,,,
1855,MN,Minnesota,05,H6MN05332 ,,Frank Nelson,Drake,"Drake, Frank Nelson",,R,4177,100%,,,80660,22.2890334418402%,,,,,,
1856,MN,Minnesota,05,n/a,,,,,Party Votes:,R,4177,,,,,,,,,,,
1857,MN,Minnesota,05,H6MN05340,,Dennis,Schuller,"Schuller, Dennis",,LMN,,,,,30759,8.49973195682571%,,,,,,
1858,MN,Minnesota,05,n/a,,,Scattered,Scattered,,W,,,,,499,0.137890251518451%,,,,,,
1859,MN,Minnesota,05,n/a,,,,,District Votes:,,48201,,,,361882,,,,,,,
1860,MN,Minnesota,05,n/a,,,,,,,,,,,,,,,,,,
1861,MN,Minnesota,06,H4MN06087,(I),Tom,Emmer,"Emmer, Tom",,R,13590,68.7370390976683%,,,235380,65.5793427020762%,,,,,W,
1862,MN,Minnesota,06,H6MN06165,,A. J.,Kern,"Kern, A. J.",,R,5219,26.3972484952709%,,,,,,,,,,
1863,MN,Minnesota,06,H6MN06199 ,,Patrick,Munro,"Munro, Patrick",,R,962,4.86571240706085%,,,,,,,,,,
1864,MN,Minnesota,06,n/a,,,,,Party Votes:,R,19771,,,,,,,,,,,
1865,MN,Minnesota,06,H6MN06181,,David,Snyder,"Snyder, David",,DFL,4402,46.0171440518503%,,,123008,34.2713220626094%,,,,,,
1866,MN,Minnesota,06,H6MN06173 ,,Judy Evelyn,Adams,"Adams, Judy Evelyn",,DFL,3569,37.3092201547146%,,,,,,,,,,
1867,MN,Minnesota,06,H6MN06157,,Bob,Helland,"Helland, Bob",,DFL,1595,16.6736357934351%,,,,,,,,,,
1868,MN,Minnesota,06,n/a,,,,,Party Votes:,DFL,9566,,,,,,,,,,,
1869,MN,Minnesota,06,n/a,,,Scattered,Scattered,,W,,,,,536,0.14933523531444%,,,,,,
1870,MN,Minnesota,06,n/a,,,,,,,,,,,,,,,,,,
1871,MN,Minnesota,06,n/a,,,,,District Votes:,,29337,,,,358924,,,,,,,
1872,MN,Minnesota,06,n/a,,,,,,,,,,,,,,,,,,
1873,MN,Minnesota,07,H2MN07014,(I),Collin,Peterson,"Peterson, Collin",,DFL,16253,100%,,,173589,52.467900667376%,,,,,W,
1874,MN,Minnesota,07,n/a,,,,,Party Votes:,DFL,16253,,,,,,,,,,,
1875,MN,Minnesota,07,H6MN07304,,Dave,Hughes,"Hughes, Dave",,R,8769,58.9591877899549%,,,156952,47.4393074765451%,,,,,,
1876,MN,Minnesota,07,H6MN07288,,Amanda Lynn,Hinson,"Hinson, Amanda Lynn",,R,6104,41.0408122100451%,,,,,,,,,,
1877,MN,Minnesota,07,n/a,,,,,Party Votes:,R,14873,,,,,,,,,,,
1878,MN,Minnesota,07,n/a,,,Scattered,Scattered,,W,,,,,307,0.0927918560789245%,,,,,,
1879,MN,Minnesota,07,n/a,,,,,District Votes:,,31126,,,,330848,,,,,,,
1880,MN,Minnesota,07,n/a,,,,,,,,,,,,,,,,,,
1881,MN,Minnesota,08,H2MN08111,(I),Rick ,Nolan,"Nolan, Rick ",,DFL,Unopposed,,,,179098,50.170458206225%,,,,,W,
1882,MN,Minnesota,08,H4MN08083,,Stewart,Mills,"Mills, Stewart",,R,Unopposed,,,,177089,49.6076800035857%,,,,,,
1883,MN,Minnesota,08,n/a,,,Scattered,Scattered,,W,,,,,792,0.221861790189339%,,,,,,
1884,MN,Minnesota,08,n/a,,,,,District Votes:,,,,,,356979,,,,,,,
1885,MN,Minnesota,08,n/a,,,,,,,,,,,,,,,,,,
1886,MN,Minnesota,08,n/a,,,,,,,,,,,,,,,,,,
1887,MN,Minnesota,H,n/a,,,,,Total State Votes:,,217657,,,,2860432,,,,,,,
1888,,,,n/a,,,,,,,,,,,,,,,,,,
1889,MS,Mississippi,,n/a,,,,,,,,,,,,,,,,,,
1890,MS,Mississippi,01,H6MS01131,(I),Trent,Kelly,"Kelly, Trent",,R,95049,89.2931627303985%,,,206455,68.7214361084205%,,,,,W,
1891,MS,Mississippi,01,H6MS01271,,Paul,Clever,"Clever, Paul",,R,11397,10.7068372696015%,,,,,,,,,,
1892,MS,Mississippi,01,n/a,,,,,Party Votes:,R,106446,,,,,,,,,,,
1893,MS,Mississippi,01,H6MS01263,,Jacob,Owens,"Owens, Jacob",,D,Unopposed,,,,83947,27.94293379668%,,,,,,
1894,MS,Mississippi,01,H6MS02154 ,,Chase,Wilson,"Wilson, Chase",,LIB,Unopposed,,,,6181,2.0574323537146%,,,,,,
1895,MS,Mississippi,01,H6MS01289,,Cathy L.,Toole,"Toole, Cathy L.",,REF,Unopposed,,,,3840,1.27819774118493%,,,,,,
1896,MS,Mississippi,01,n/a,,,,,District Votes:,,106446,,,,300423,,,,,,,
1897,MS,Mississippi,01,n/a,,,,,,,,,,,,,,,,,,
1898,MS,Mississippi,02,H4MS02068,(I),Bennie,Thompson,"Thompson, Bennie",,D,Unopposed,,,,192343,67.1059150251547%,,,,,W,
1899,MS,Mississippi,02,H6MS02162 ,,"John, II",Bouie,"Bouie, John, II",,R,35871,100%,,,83542,29.1466929029467%,,,,,,
1900,MS,Mississippi,02,n/a,,,,,Party Votes:,R,35871,,,,,,,,,,,
1901,MS,Mississippi,02,H4MS02183,,Troy,Ray,"Ray, Troy",,IND,,,,,6918,2.4135982081179%,,,,,,
1902,MS,Mississippi,02,H6MS02170 ,,Johnny,McLeod,"McLeod, Johnny",,REF,Unopposed,,,,3823,1.33379386378068%,,,,,,
1903,MS,Mississippi,02,n/a,,,,,District Votes:,,35871,,,,286626,,,,,,,
1904,MS,Mississippi,02,n/a,,,,,,,,,,,,,,,,,,
1905,MS,Mississippi,03,H8MS03067,(I),Gregg,Harper,"Harper, Gregg",,R,87997,89.1045698026469%,,,209490,66.2010775964228%,,,,,W,
1906,MS,Mississippi,03,H6MS03178,,Jimmy,Giles,"Giles, Jimmy",,R,10760,10.8954301973531%,,,,,,,,,,
1907,MS,Mississippi,03,n/a,,,,,Party Votes:,R,98757,,,,,,,,,,,
1908,MS,Mississippi,03,H4MS03041,,Dennis,Quinn,"Quinn, Dennis",,D,29149,65.4548312487369%,,,96101,30.3689424702555%,,,,,,
1909,MS,Mississippi,03,H6MS03186 ,,Nathan,Stewart,"Stewart, Nathan",,D,15384,34.5451687512631%,,,,,,,,,,
1910,MS,Mississippi,03,n/a,,,,,Party Votes:,D,44533,,,,,,,,,,,
1911,MS,Mississippi,03,H4MS03058,,Roger I.,Gerrard,"Gerrard, Roger I.",,VPA,,,,,8696,2.74802888337626%,,,,,,
1912,MS,Mississippi,03,H6MS03194 ,,Lajena,Sheets,"Sheets, Lajena",,REF,Unopposed,,,,2158,0.681951049945488%,,,,,,
1913,MS,Mississippi,03,n/a,,,,,District Votes:,,143290,,,,316445,,,,,,,
