1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (MS Senate),GE RUNOFF ELECTION % (MS Senate),"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
1479,KY,Kentucky,01,H8KY01074,,Paul ,Walker,"Walker, Paul ",,D,51094,74.5984932546867%,,,78849,31.4119418682474%,,,,,,
1480,KY,Kentucky,01,H8KY01082,,Alonzo ,Pennington,"Pennington, Alonzo ",,D,17398,25.4015067453133%,,,,,,,,,,
1481,KY,Kentucky,01,n/a,,,,,Party Votes:,D,68492,,,,,,,,,,,
1482,KY,Kentucky,01,n/a,,,,,District Votes:,,68492,,,,251016,,,,,,,
1483,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,
1484,KY,Kentucky,02,H8KY02031 ,(I),S. Brett,Guthrie,"Guthrie, S. Brett",,R,Unopposed,,,,171700,66.7197730672832%,,,,,W,
1485,KY,Kentucky,02,H8KY02080,,Hank,Linderman,"Linderman, Hank",,D,14517,30.0223352773297%,,,79964,31.0726845285512%,,,,,,
1486,KY,Kentucky,02,H0KY02061,,Brian,Pedigo,"Pedigo, Brian",,D,13866,28.6760143938454%,,,,,,,,,,
1487,KY,Kentucky,02,H8KY02098,,Rane Eir Olivia,Sessions,"Sessions, Rane Eir Olivia",,D,10501,21.7169210406585%,,,,,,,,,,
1488,KY,Kentucky,02,H8KY02072 ,,Grant ,Short,"Short, Grant ",,D,9470,19.5847292881664%,,,,,,,,,,
1489,KY,Kentucky,02,n/a,,,,,Party Votes:,D,48354,,,,,,,,,,,
1490,KY,Kentucky,02,H8KY02106,,Thomas,Loecken,"Loecken, Thomas",,IND,,,,,5681,2.20754240416561%,,,,,,
1491,KY,Kentucky,02,n/a,,,,,District Votes:,,48354,,,,257345,,,,,,,
1492,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,
1493,KY,Kentucky,03,H6KY03124 ,(I),John A.,Yarmuth,"Yarmuth, John A.",,D,Unopposed,,,,173002,62.070177956372%,,,,,W,
1494,KY,Kentucky,03,H8KY03211,,Vickie Yates B.,Glisson,"Glisson, Vickie Yates B.",,R,11240,49.0551215467202%,,,101930,36.5707520091848%,,,,,,
1495,KY,Kentucky,03,H8KY03187,,Mike ,Craven,"Craven, Mike ",,R,6163,26.8973944922097%,,,,,,,,,,
1496,KY,Kentucky,03,H8KY03203,,Rhonda R.,Palazzo,"Palazzo, Rhonda R.",,R,5510,24.0474839610701%,,,,,,,,,,
1497,KY,Kentucky,03,n/a,,,,,Party Votes:,R,22913,,,,,,,,,,,
1498,KY,Kentucky,03,H8KY03229,,Gregory,Boles,"Boles, Gregory",,LIB,,,,,3788,1.35907003444317%,,,,,,
1499,KY,Kentucky,03,n/a,,,,,District Votes:,,22913,,,,278720,,,,,,,
1500,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,
1501,KY,Kentucky,04,H2KY04121,(I),Thomas,Massie,"Massie, Thomas",,R,Unopposed,,,,162946,62.2377889477946%,,,,,W,
1502,KY,Kentucky,04,H8KY04169,,Seth ,Hall,"Hall, Seth ",,D,17862,40.7677911169946%,,,90536,34.5805387071639%,,,,,,
1503,KY,Kentucky,04,H8KY04144,,Patti ,Piatt,"Piatt, Patti ",,D,16442,37.5268179120829%,,,,,,,,,,
1504,KY,Kentucky,04,H8KY04185,,Christina,Lord,"Lord, Christina",,D,9510,21.7053909709225%,,,,,,,,,,
1505,KY,Kentucky,04,n/a,,,,,Party Votes:,D,43814,,,,,,,,,,,
1506,KY,Kentucky,04,H8KY04193,,Mike,Moffett,"Moffett, Mike",,IND,,,,,8318,3.177088903488%,,,,,,
1507,KY,Kentucky,04,H8KY04151,,David,Goodwin,"Goodwin, David",,W,,,,,12,0.00458344155348112%,,,,,,
1508,KY,Kentucky,04,n/a,,,,,District Votes:,,43814,,,,261812,,,,,,,
1509,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,
1510,KY,Kentucky,05,H0KY05015 ,(I),"Harold ""Hal""",Rogers,"Rogers, Harold ""Hal""",,R,75601,84.1722613759088%,,,172093,78.9355875917933%,,,,,W,
1511,KY,Kentucky,05,H8KY05075,,Gerardo,Serrano,"Serrano, Gerardo",,R,14216,15.8277386240912%,,,,,,,,,,
1512,KY,Kentucky,05,n/a,,,,,Party Votes:,R,89817,,,,,,,,,,,
1513,KY,Kentucky,05,H6KY05111,,Kenneth S.,Stepp,"Stepp, Kenneth S.",,D,33602,58.6975509205883%,,,45890,21.0488172940642%,,,,,,
1514,KY,Kentucky,05,H8KY05059,,Scott,Sykes,"Sykes, Scott",,D,23644,41.3024490794117%,,,,,,,,,,
1515,KY,Kentucky,05,n/a,,,,,Party Votes:,D,57246,,,,,,,,,,,
1516,KY,Kentucky,05,H2KY05136,,Billy Ray,Wilson,"Wilson, Billy Ray",,W,,,,,34,0.0155951141424751%,,,,,,
1517,KY,Kentucky,05,n/a,,,,,District Votes:,,147063,,,,218017,,,,,,,
1518,KY,Kentucky,,n/a,,,,,,,,,,,,,,,,,,
1519,KY,Kentucky,06,H8KY02098,(I),Andy,Barr,"Barr, Andy",,R,40514,83.7550649135864%,,,154468,50.9983888434009%,,,,,W,
1520,KY,Kentucky,06,"H8KY06198 
",,Chuck ,Eddy,"Eddy, Chuck ",,R,7858,16.2449350864136%,,,,,,,,,,
1521,KY,Kentucky,06,n/a,,,,,Party Votes:,R,48372,,,,,,,,,,,
1522,KY,Kentucky,06,H8KY06164 ,,Amy,McGrath,"McGrath, Amy",,D,48860,48.6561308118981%,,,144736,47.7853199862656%,,,,,,
1523,KY,Kentucky,06,H8KY06172 ,,Jim ,Gray,"Gray, Jim ",,D,40684,40.5142453121421%,,,,,,,,,,
1524,KY,Kentucky,06,H8KY06156 ,,Reggie,Thomas,"Thomas, Reggie",,D,7226,7.19584939105149%,,,,,,,,,,
1525,KY,Kentucky,06,H4KY06163,,"Geoffrey M. ""Geoff""",Young,"Young, Geoffrey M. ""Geoff""",,D,1574,1.56743245800098%,,,,,,,,,,
1526,KY,Kentucky,06,H8KY06180,,Daniel ,Kemph,"Kemph, Daniel ",,D,1240,1.23482607873012%,,,,,,,,,,
1527,KY,Kentucky,06,H8KY06206,,Theodore David,Green,"Green, Theodore David",,D,835,0.831515948177138%,,,,,,,,,,
1528,KY,Kentucky,06,n/a,,,,,Party Votes:,D,100419,,,,,,,,,,,
1529,KY,Kentucky,06,H8KY06222,,Frank,Harris,"Harris, Frank",,LIB,,,,,2150,0.709833337735401%,,,,,,
1530,KY,Kentucky,06,H8KY06214,,Rikka L.,Wallin,"Wallin, Rikka L.",,IND,,,,,1011,0.333786746256042%,,,,,,
1531,KY,Kentucky,06,H8KY06230,,James,Germalic,"Germalic, James",,IND,,,,,523,0.172671086342146%,,,,,,
1532,KY,Kentucky,06,n/a,,,,,District Votes:,,148791,,,,302888,,,,,,,
1533,KY,Kentucky,H,n/a,,,,,,,,,,,,,,,,,,
1534,KY,Kentucky,H,n/a,,,,,Total State Votes:,,479427,,,,1569798,,,,,,,
1535,,,,n/a,,,,,,,,,,,,,,,,,,
1536,LA,Louisiana,01,H0LA01087,(I),Steve,Scalise,"Scalise, Steve",,R,,,,,192555,71.4954051796157%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1537,LA,Louisiana,01,H8LA01122,,Tammy M.,Savoie,"Savoie, Tammy M.",,D,,,,,44273,16.4385036665738%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1538,LA,Louisiana,01,H4LA01147,,Lee Ann,Dugas,"Dugas, Lee Ann",,D,,,,,18560,6.89130232989882%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1539,LA,Louisiana,01,H8LA01130,,"""Jim""",Francis,"Francis, ""Jim""",,D,,,,,8688,3.22584238373712%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1540,LA,Louisiana,01,H6LA01225,,Howard,Kearney,"Kearney, Howard",,LIB,,,,,2806,1.0418639190569%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1541,LA,Louisiana,01,H8LA01155,,"Frederick ""Ferd""",Jones,"Jones, Frederick ""Ferd""",,IND,,,,,2443,0.907082521117609%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1542,LA,Louisiana,01,n/a,,,,,District Votes:,,,,,,269325,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1543,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1544,LA,Louisiana,02,H8LA02054,(I),Cedric,Richmond,"Richmond, Cedric",,D,,,,,190182,80.5917400479698%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1545,LA,Louisiana,02,H8LA02153,,Jesse,Schmidt,"Schmidt, Jesse",,NPA,,,,,20465,8.67227161393666%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1546,LA,Louisiana,02,H8LA02161,,"Belden ""Noonie Man""",Batiste,"Batiste, Belden ""Noonie Man""",,IND,,,,,17260,7.31411717842886%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1547,LA,Louisiana,02,H8LA02146,,Shawndra,Rodriguez,"Rodriguez, Shawndra",,NPA,,,,,8075,3.42187115966472%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1548,LA,Louisiana,02,n/a,,,,,District Votes:,,,,,,235982,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1549,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1550,LA,Louisiana,03,H6LA03148,(I),Clay,Higgins,"Higgins, Clay",,R,,,,,136876,55.6535457402732%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1551,LA,Louisiana,03,H8LA03094,,"Mildred ""Mimi""",Methvin,"Methvin, Mildred ""Mimi""",,D,,,,,43729,17.7801360477834%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1552,LA,Louisiana,03,H8LA03037,,"""Josh""",Guillory,"Guillory, ""Josh""",,R,,,,,31387,12.7619001150673%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1553,LA,Louisiana,03,H8LA03060,,"""Rob""",Anderson,"Anderson, ""Rob""",,D,,,,,13477,5.47972497692555%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1554,LA,Louisiana,03,H8LA03155,,Larry,Rader,"Rader, Larry",,D,,,,,9692,3.94075049909938%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1555,LA,Louisiana,03,H8LA03086,,Verone,Thomas,"Thomas, Verone",,D,,,,,7815,3.17756553347727%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1556,LA,Louisiana,03,H8LA03102,,Aaron J.,Andrus,"Andrus, Aaron J.",,LIB,,,,,2967,1.2063770873739%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1557,LA,Louisiana,03,n/a,,,,,District Votes:,,,,,,245943,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1558,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1559,LA,Louisiana,04,H6LA04138,(I),"""Mike""",Johnson,"Johnson, ""Mike""",,R,,,,,139326,64.2434246929064%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1560,LA,Louisiana,04,H8LA04282,,Ryan,Trundle,"Trundle, Ryan",,D,,,,,72934,33.6299752849607%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1561,LA,Louisiana,04,H6LA04161,,Mark David,Halverson,"Halverson, Mark David",,NPA,,,,,4612,2.12660002213287%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1562,LA,Louisiana,04,n/a,,,,,District Votes:,,,,,,216872,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1563,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1564,LA,Louisiana,05,H4LA05221,(I),Ralph,Abraham,"Abraham, Ralph",,R,,,,,149018,66.5419342162843%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1565,LA,Louisiana,05,H8LA05099,,Jessee Carlton,Fleenor,"Fleenor, Jessee Carlton",,D,,,,,67118,29.9706179168192%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1566,LA,Louisiana,05,H6LA05150,,Billy,Burkette,"Burkette, Billy",,IND,,,,,4799,2.14292731283434%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1567,LA,Louisiana,05,H8LA05107,,Kyle,Randol,"Randol, Kyle",,LIB,,,,,3011,1.34452055406214%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1568,LA,Louisiana,05,n/a,,,,,District Votes:,,,,,,223946,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1569,LA,Louisiana,,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1570,LA,Louisiana,06,H4LA06153,(I),Garret,Graves,"Graves, Garret",,R,,,,,186553,69.4732334047109%,,,,,W,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1571,LA,Louisiana,06,H8LA06154,,Justin,Dewitt,"Dewitt, Justin",,D,,,,,55089,20.5154082487664%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1572,LA,Louisiana,06,H8LA06162,,"""Andie""",Saizan,"Saizan, ""Andie""",,D,,,,,21627,8.05399869658319%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1573,LA,Louisiana,06,H6LA06133,,Devin Lance,Graham,"Graham, Devin Lance",,IND,,,,,5256,1.95735964993948%,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1574,LA,Louisiana,06,n/a,,,,,District Votes:,,,,,,268525,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1575,LA,Louisiana,H,n/a,,,,,,,,,,,,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1576,LA,Louisiana,H,n/a,,,,,Total State Votes:,,,,,,1460593,,,,,,,"*  In Louisiana, a Congressional primary election is not held. In 2018, the election for candidates seeking Federal office was the General Election held on November 8, 2018, with a Runoff Election to have been held on December 8, 2018, if necessary."
1577,,,,n/a,,,,,,,,,,,,,,,,,,
1578,ME,Maine,01,H8ME01120,(I),Chellie,Pingree,"Pingree, Chellie",,D,74376,100%,,,201195,58.819832014337%,,,,,W,
1579,ME,Maine,01,n/a,,,,,Party Votes:,D,74376,,,,,,,,,,,
1580,ME,Maine,01,H6ME01207,,Mark I.,Holbrook,"Holbrook, Mark I.",,R,40679,100%,,,111188,32.50607362017%,,,,,,
1581,ME,Maine,01,n/a,,,,,Party Votes:,R,40679,,,,,,,,,,,
1582,ME,Maine,01,H8ME01203,,Martin J.,Grohman,"Grohman, Martin J.",,IND,,,,,29670,8.67409436549307%,,,,,,
1583,ME,Maine,01,n/a,,,,,District Votes:,,115055,,,,342053,,,,,,,
1584,ME,Maine,,n/a,,,,,,,,,,,,,,,,,,
1585,ME,Maine,02,H8ME02185,,Jared F.,Golden,"Golden, Jared F.",,D,20987,46.4201189975891%,,,132013,45.5808220313234%,,,,,W,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
1586,ME,Maine,02,H8ME02201,,Lucas R. ,St. Clair,"St. Clair, Lucas R. ",,D,17742,39.2426621839818%,,,,,,,,,,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
1587,ME,Maine,02,H8ME02177,,Craig R.,Olson,"Olson, Craig R.",,D,3993,8.83192143504899%,,,,,,,,,,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
1588,ME,Maine,02,H8ME02151,,Jonathan S.,Fulford,"Fulford, Jonathan S.  #",,D,2489,5.50529738338015%,,,,,,,,,,#  Jonathan Fulford withdrew after the deadline to have his name removed from the ballot.
1589,ME,Maine,02,n/a,,,,,Party Votes:,D,45211,,,,,,,,,,,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
1590,ME,Maine,02,H4ME02234,(I),Bruce L.,Poliquin,"Poliquin, Bruce L.",,R,43047,100%,,,134184,46.3304146065243%,,,,,,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
1591,ME,Maine,02,n/a,,,,,Party Votes:,R,43047,,,,,,,,,,,"*  Ranked-choice voting was used in the 2018 primary and general elections.  Ranked-choice voting, sometimes called ""instant run-off voting,"" allows voters to choose their candidates in order of preference, by marking candidates as their first, second, third and subsequent choices.  The Democratic primary for Congressional District 2 and the general election for Congressional District 2 did not have majority winners on election night (the first-choice count) and went into ranked-choice voting rounds. The results shown above represent the first-choice totals.  For the Democratic primary, the final-round vote totals were: Jared Golden, 23,611 (54.32%) and  Lucas St. Clair, 19,853 (45.68%).  For the general election, the final-round vote totals were:  Jared Golden, 142,440  (50.62%) and Bruce Poliquin, 138,931  (49.38%)."
