FEC ID,STATE,DISTRICT,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL RESULTS,GENERAL %,GENERAL RUNOFF RESULTS,GENERAL RUNOFF %,INCUMBENT INDICATOR,NOTES (See Endnotes Page)
H2TN05180,TN,05,Remo,Circo,"Circo, Remo",,R,2009,7.85655625513277%,,,,,,,,
H2TN05073,TN,05,Ben J.,Tomeo,"Tomeo, Ben J.",,R,600,2.34640804035822%,,,,,,,,
,TN,05,,Scattered,Scattered ,,W(R),23,0.089945641547065%,,,,,,,,
,TN,05,,,   ,Total Party Votes:,R,25571,,,,,,,,,
H2TN05222,TN,05,John Jay,Hooker,"Hooker, John Jay",,I,,,,,3063,1.79242301885468%,,,,
H2TN05214,TN,05,Jonathan D.,Farley,"Farley, Jonathan D.",,I, ,,,,1205,0.705148461547464%,,,,
H2TN05230,TN,05,Jesse,Turner,"Turner, Jesse",,I,,,,,877,0.51320763549969%,,,,
,TN,05,,Scattered,Scattered ,,W,,,,,13,0.00760741078847887%,,,,
,TN,05,,,   ,Total District Votes:,,95455,,,,170886,,,,,
H4TN04015,TN,06,Bart,Gordon,"Gordon, Bart",,D,69121,91.5813183173236%,,,117034,65.917193757146%,,,(I),
H2TN04217,TN,06,Harvey,Howard,"Howard, Harvey",,D,6255,8.28751242133157%,,,,,,,,
,TN,06,,Scattered,Scattered ,,W(D),99,0.131169261344816%,,,,,,,,
,TN,06,,,   ,Total Party Votes:,D,75475,,,,,,,,,
H2TN06113,TN,06,Robert L.,Garrison,"Garrison, Robert L.",,R,34329,99.5736164288201%,,,57401,32.3300309213898%,,,,
,TN,06,,Scattered,Scattered ,,W(R),147,0.426383571179951%,,,,,,,,
,TN,06,,,   ,Total Party Votes:,R,34476,,,,,,,,,
H2TN04084,TN,06,J. Patrick,Lyons,"Lyons, J. Patrick",,I,,,,,3065,1.726303457676%,,,,
,TN,06,,Scattered,Scattered ,,W,,,,,47,0.02647186378818%,,,,
,TN,06,,,   ,Total District Votes:,,109951,,,,177547,,,,,
H2TN07137,TN,07,Marsha,Blackburn,"Blackburn, Marsha",,R,36633,40.3154095041049%,,,138314,70.7278659016762%,,,,
H2TN07103,TN,07,David,Kustoff,"Kustoff, David",,R,18392,20.2407941364207%,,,,,,,,
H2TN07087,TN,07,Brent,Taylor,"Taylor, Brent",,R,14139,15.5602755706205%,,,,,,,,
H2TN07095,TN,07,Mark,Norris,"Norris, Mark",,R,13104,14.4212356657055%,,,,,,,,
H2TN07111,TN,07,Forrest,Shoaf,"Shoaf, Forrest",,R,7319,8.05471793630181%,,,,,,,,
H6TN08094,TN,07,Sonny,Carlota,"Carlota, Sonny",,R,642,0.706534897541435%,,,,,,,,
H2TN07145,TN,07,Randy,Starkey,"Starkey, Randy",,R,628,0.691127594479783%,,,,,,,,
,TN,07,,Scattered,Scattered ,,W(R),9,0.00990469482534722%,,,,,,,,
,TN,07,,,   ,Total Party Votes:,R,90866,,,,,,,,,
H2TN07137,TN,07,Tim,Barron,"Barron, Tim",,D,22789,71.0468886394812%,,,51790,26.4831916873766%,,,,
H2TN07129,TN,07,Omer R.,Hayden,"Hayden, Omer R.",,D,9262,28.8751714677641%,,,,,,,,
,TN,07,,Scattered,Scattered ,,W(D),25,0.0779398927547076%,,,,,,,,
,TN,07,,,   ,Total Party Votes:,D,32076,,,,,,,,,
H2TN07152,TN,07,Rick,Patterson,"Patterson, Rick",,I,,,,,5423,2.7730903363708%,,,,
,TN,07,,Scattered,Scattered ,,W,,,,,31,0.0158520745763405%,,,,
,TN,07,,,   ,Total District Votes:,,122942,,,,195558,,,,,
H8TN08033,TN,08,John,Tanner,"Tanner, John",,D,66015,86.7522603027754%,,,117811,70.1381199023635%,,,(I),
H2TN08085,TN,08,Richard,Ward,"Ward, Richard",,D,10069,13.2319701429773%,,,,,,,,
,TN,08,,Scattered,Scattered ,,W(D),12,0.0157695542472666%,,,,,,,,
,TN,08,,,   ,Total Party Votes:,D,76096,,,,,,,,,
H2TN08093,TN,08,Mat,McClain,"McClain, Mat",,R,18878,56.4617915358158%,,,45853,27.2983270822171%,,,,
H2TN08101,TN,08,William A.,Warren,"Warren, William A.",,R,14531,43.4604456407956%,,,,,,,,
,TN,08,,Scattered,Scattered ,,W(R),26,0.0777628233886646%,,,,,,,,
,TN,08,,,   ,Total Party Votes:,R,33435,,,,,,,,,
H2TN08077,TN,08,James L.,Hart,"Hart, James L.",,I,,,,,4288,2.55283681609811%,,,,
,TN,08,,Scattered,Scattered ,,W,,,,,18,0.0107161993213074%,,,,
,TN,08,,,   ,Total District Votes:,,109531,,,,167970,,,,,
H6TN09043,TN,09,Harold E.,"Ford, Jr.","Ford, Harold E., Jr.",,D,79146,99.9419133245782%,,,120904,83.8097878829891%,,,(I),
,TN,09,,Scattered,Scattered ,,W(D),46,0.0580866754217598%,,,,,,,,
,TN,09,,,   ,Total Party Votes:,D,79192,,,,,,,,,
H2TN09133,TN,09,Tony,Rush,"Rush, Tony",,I,,,,,23208,16.087619575766%,,,,
,TN,09,,Scattered,Scattered ,,W,,,,,148,0.102592541244974%,,,,
,TN,09,,Scattered,Scattered ,,W(R),5,100%,,,,,,,,
,TN,09,,,   ,Total Party Votes:,R,5,,,,,,,,,
,TN,09,,,   ,Total District Votes:,,79197,,,,144260,,,,,
,TN, ,,,   ,Total State Votes:,,925048,,,,1529309,,,,,
,TX,,,,   ,,,,,,,,,,,,
S2TX00106,TX,S,John,Cornyn,"Cornyn, John",,R,478825,77.3168825548763%,,,2496243,55.2998751443284%,,,,
S2TX00148,TX,S,Bruce Rusty,Lang,"Lang, Bruce Rusty",,R,46907,7.57417221323361%,,,,,,,,
S2TX00163,TX,S,Douglas G.,Deffenbaugh,"Deffenbaugh, Douglas G.",,R,43611,7.04196014222463%,,,,,,,,
S2TX00171,TX,S,Dudley F.,Mooney,"Mooney, Dudley F.",,R,32202,5.1997248515264%,,,,,,,,
S2TX00155,TX,S,Lawrence,Cranberg,"Cranberg, Lawrence",,R,17757,2.86726023813907%,,,,,,,,
,TX,S,,,   ,Total Party Votes:,R,619302,,,,,,,,,
S2TX00130,TX,S,Ron,Kirk,"Kirk, Ron",,D,316052,33.1064101691187%,370878,59.790005174907%,1955758,43.3263801691267%,,,,
S6TX00149,TX,S,Victor,Morales,"Morales, Victor",,D,317048,33.2107410530506%,249423,40.209994825093%,,,,,,
S2TX00122,TX,S,Ken,Bentsen,"Bentsen, Ken",,D,255501,26.7636999753838%,,,,,,,,
S4TX00227,TX,S,Gene,Kelly,"Kelly, Gene",,D,44038,4.6129753680649%,,,,,,,,
S0TX00118,TX,S,Ed,Cunningham,"Cunningham, Ed",,D,22016,2.30617343438205%,,,,,,,,
,TX,S,,,   ,Total Party Votes:,D,954655,,620301,,,,,,,
S2TX00254,TX,S,Scott Lanier,Jameson,"Jameson, Scott Lanier",,LBT,*,,,,35538,0.787281912409626%,,,,
S2TX00247,TX,S,Kenneth Neil,Grubagh,"Grubagh, Kenneth Neil",,LBT,*,,,,,,,,,
S0TX00043,TX,S,Michael,Idrogo,"Idrogo, Michael",,LBT,*,,,,,,,,,
S2TX00221,TX,S,Roy H.,Williams,"Williams, Roy H.",,GRN,*,,,,25051,0.554960864082772%,,,,
S2TX00239,TX,S,"James W. ""Jim""",Wright,"Wright, James W. ""Jim""",,W,,,,,1422,0.0315019100525209%,,,,
,TX,S,,,   ,Total State Votes:,,1573957,,620301,,4514012,,,,,
H6TX01162,TX,01,Max,Sandlin,"Sandlin, Max",,D,51009,100%,,,86384,56.4461114233066%,,,(I),
,TX,01,,,   ,Total Party Votes:,D,51009,,,,,,,,,
H0TX01058,TX,01,John,Lawrence,"Lawrence, John",,R,13875,100%,,,66654,43.5538885766934%,,,,
,TX,01,,,   ,Total Party Votes:,R,13875,,,,,,,,,
,TX,01,,,   ,Total District Votes:,,64884,,,,153038,,,,,
H6TX02095,TX,02,Jim,Turner,"Turner, Jim",,D,50387,100%,,,85492,60.8479654949075%,,,(I),
,TX,02,,,   ,Total Party Votes:,D,50387,,,,,,,,,
H2TX02078,TX,02,Van,Brookshire,"Brookshire, Van",,R,10962,100%,,,53656,38.1890520352168%,,,,
,TX,02,,,   ,Total Party Votes:,R,10962,,,,,,,,,
H2TX02086,TX,02,Peter,Beach,"Beach, Peter",,LBT,*,,,,1353,0.962982469875659%,,,,
,TX,02,,,   ,Total District Votes:,,61349,,,,140501,,,,,
H2TX03118,TX,03,Sam,Johnson,"Johnson, Sam",,R,17153,84.3438068545017%,,,113974,73.9452291203052%,,,(I),
H2TX00072,TX,03,"Thomas ""Tom""",Caiazzo,"Caiazzo, Thomas ""Tom""",,R,3184,15.6561931454984%,,,,,,,,
,TX,03,,,   ,Total Party Votes:,R,20337,,,,,,,,,
H2TX03241,TX,03,Manny,Molera,"Molera, Manny",,D,5363,100%,,,37503,24.3315837620756%,,,,
,TX,03,,,   ,Total Party Votes:,D,5363,,,,,,,,,
H6TX03101,TX,03,John,Davis,"Davis, John",,LBT,*,,,,2656,1.7231871176192%,,,,
,TX,03,,,   ,Total District Votes:,,25700,,,,154133,,,,,
H0TX04037,TX,04,Ralph M.,Hall,"Hall, Ralph M.",,D,17404,100%,,,97304,57.8209584930327%,,,(I),
,TX,04,,,   ,Total Party Votes:,D,17404,,,,,,,,,
H2TX04058,TX,04,John,Graves,"Graves, John",,R,21781,69.3485736118186%,,,67939,40.371393766527%,,,,
H2TX31010,TX,04,Edward G.,Conger,"Conger, Edward G.",,R,9627,30.6514263881814%,,,,,,,,
,TX,04,,,   ,Total Party Votes:,R,31408,,,,,,,,,
H8TX30027,TX,04,Barbara,Robinson,"Robinson, Barbara",,LBT,*,,,,3042,1.80764774044032%,,,,
,TX,04,,,   ,Total District Votes:,,48812,,,,168285,,,,,
H2TX05121,TX,05,Jeb,Hensarling,"Hensarling, Jeb",,R,10475,53.5641235426468%,,,81439,58.2089658918718%,,,,
H2TX05147,TX,05,Dan,Hagood,"Hagood, Dan",,R,3628,18.5518510942933%,,,,,,,,
H2TX05139,TX,05,Mike,Armour,"Armour, Mike",,R,3247,16.6035999181837%,,,,,,,,
H0TX25032,TX,05,Phil,Sudan,"Sudan, Phil",,R,1632,8.34526488034363%,,,,,,,,
H2TX05162,TX,05,Fred A.,Wood,"Wood, Fred A.",,R,574,2.93516056453262%,,,,,,,,
,TX,05,,,   ,Total Party Votes:,R,19556,,,,,,,,,
H2TX05154,TX,05,Ron,Chapman,"Chapman, Ron",,D,18298,70.8263982968841%,,,56330,40.2621722846442%,,,,
H0TX05067,TX,05,Bill,Bernstein,"Bernstein, Bill",,D,5902,22.8449777433714%,,,,,,,,
H2TX05170,TX,05,Wayne,Raasch,"Raasch, Wayne",,D,1635,6.32862395974453%,,,,,,,,
,TX,05,,,   ,Total Party Votes:,D,25835,,,,,,,,,
H2TX05196,TX,05,Dan ,Michalski,"Michalski, Dan ",,LBT,*,,,,1283,0.917031191926123%,,,,
H2TX05188,TX,05,Thomas J.,Kemper,"Kemper, Thomas J.",,GRN,*,,,,856,0.611830631557881%,,,,
,TX,05,,,   ,Total District Votes:,,45391,,,,139908,,,,,
H4TX06117,TX,06,Joe,Barton,"Barton, Joe",,R,23758,100%,,,115396,70.3475435420058%,,,(I),
,TX,06,,,   ,Total Party Votes:,R,23758,,,,,,,,,
H2TX06095,TX,06,Felix ,Alvarado,"Alvarado, Felix ",,D,13604,100%,,,45404,27.6791211738815%,,,,
,TX,06,,,   ,Total Party Votes:,D,13604,,,,,,,,,
H0TX06040,TX,06,Frank,Brady,"Brady, Frank",,LBT,*,,,,1992,1.2143601748386%,,,,
H2TX06103,TX,06,B.J.,Armstrong,"Armstrong, B.J.",,GRN,*,,,,1245,0.758975109274127%,,,,
,TX,06,,,   ,Total District Votes:,,37362,,,,164037,,,,,
H0TX07055,TX,07,John,Culberson,"Culberson, John",,R,17843,100%,,,96795,89.1897868733126%,,,(I),
,TX,07,,,   ,Total Party Votes:,R,17843,,,,,,,,,
H8TX07066,TX,07,Drew,Parks,"Parks, Drew",,LBT,*,,,,11674,10.7567702046495%,,,,
H8TX07041,TX,07,John R.,Skone-Palmer,"Skone-Palmer, John R.",,W,,,,,58,0.0534429220378339%,,,,
,TX,07,,,   ,Total District Votes:,,17843,,,,108527,,,,,
H6TX08100,TX,08,Kevin,Brady,"Brady, Kevin",,R,31116,,,,140575,93.141672077707%,,,(I),
,TX ,08,,,   ,Total Party Votes:,R,31116,,,,,,,,,
H0TX08053,TX,08,Gil,Guillory,"Guillory, Gil",,LBT,*,,,,10351,6.85832792229305%,,,,
,TX,08,,,   ,Total District Votes:,,31116,,,,150926,,,,,
H6TX09033,TX,09,Nick,Lampson,"Lampson, Nick",,D,32700,100%,,,86710,58.6044688357507%,,,(I),
,TX,09,,,   ,Total Party Votes:,D,32700,,,,,,,,,
H0TX09093,TX,09,Paul,Williams,"Williams, Paul",,R,10782,100%,,,59635,40.305356925614%,,,,
,TX,09,,,   ,Total Party Votes:,R,10782,,,,,,,,,
H2TX09115,TX,09,Dean L.,Tucker,"Tucker, Dean L.",,LBT,*,,,,1613,1.09017423863529%,,,,
H2TX09099,TX,09,Michael Dana,Rubin,"Rubin, Michael Dana",,LBT,*,,,,,,,,,
H2TX09107,TX,09,John,Schan,"Schan, John",,LBT,*,,,,,,,,,
,TX,09,,,   ,Total District Votes:,,43482,,,,147958,,,,,
H4TX10028,TX,10,Lloyd,Doggett,"Doggett, Lloyd",,D,33083,90.2994240794825%,,,114428,84.3714976700289%,,,(I),
H2TX10063,TX,10,Jennifer,Gale,"Gale, Jennifer",,D,3554,9.70057592051751%,,,,,,,,
,TX,10,,,   ,Total Party Votes:,D,36637,,,,,,,,,
H2TX10089,TX,10,Michele S.,Messina,"Messina, Michele S.",,LBT,*,,,,21196,15.6285023299711%,,,,
H2TX10071,TX,10,Aron,Matushenko,"Matushenko, Aron",,LBT,*,,,,,,,,,
,TX,10,,,   ,Total District Votes:,,36637,,,,135624,,,,,
H8TX06035,TX,11,Chet,Edwards,"Edwards, Chet",,D,17191,100%,,,74678,51.5529108016872%,,,(I),
,TX,11,,,   ,Total Party Votes:,D,17191,,,,,,,,,
H0TX11065,TX,11,Ramsey ,Farley,"Farley, Ramsey ",,R,17985,66.0509016122517%,,,68236,47.1057663764954%,,,,
H0TX11081,TX,11,Rob,Curnock,"Curnock, Rob",,R,5792,21.2714385397921%,,,,,,,,
H2TX11046,TX,11,"James ""Dub""",Maines,"Maines, James ""Dub""",,R,3452,12.6776598479562%,,,,,,,,
,TX,11,,,   ,Total Party Votes:,R,27229,,,,,,,,,
H2TX11053,TX,11,Andrew Paul,Farris,"Farris, Andrew Paul",,LBT,*,,,,1943,1.34132282181738%,,,,
,TX,11,,,   ,Total District Votes:,,44420,,,,144857,,,,,
H6TX12060,TX,12,Kay,Granger,"Granger, Kay",,R,20769,87.1329082060748%,,,121208,91.8722665635825%,,,(I),
H2TX12051,TX,12,Philip,Hillery,"Hillery, Philip",,R,3067,12.8670917939252%,,,,,,,,
,TX,12,,,   ,Total Party Votes:,R,23836,,,,,,,,,
H2TX12069,TX,12,Edward A.,Hanson,"Hanson, Edward A.",,LBT,*,,,,10723,8.12773343641752%,,,,
,TX,12,,,   ,Total District Votes:,,23836,,,,131931,,,,,
H4TX13014,TX,13,Mac,Thornberry,"Thornberry, Mac",,R,35367,100%,,,119401,79.2735312277999%,,,(I),
,TX,13,,,   ,Total Party Votes:,R,35367,,,,,,,,,
H2TX13059,TX,13,Zane,Reese,"Reese, Zane",,D,15564,100%,,,31218,20.7264687722001%,,,,
,TX,13,,,   ,Total Party Votes:,D,15564,,,,,,,,,
,TX,13,,,   ,Total District Votes:,,50931,,,,150619,,,,,
H6TX22101,TX,14,Ron,Paul,"Paul, Ron",,R,22715,100%,,,102905,68.090836305408%,,,(I),
,TX,14,,,   ,Total Party Votes:,R,22715,,,,,,,,,
H2TX14057,TX,14,Corby,Windham,"Windham, Corby",,D,21335,56.8296840871557%,,,48224,31.909163694592%,,,,
H2TX14065,TX,14,Sergio,Martinez,"Martinez, Sergio",,D,16207,43.1703159128443%,,,,,,,,
,TX,14,,,   ,Total Party Votes:,D,37542,,,,,,,,,
H2TX14073,TX,14,John H.,Hamilton,"Hamilton, John H.",,LBT,*,,,,,,,,,18
,TX,14,,,   ,Total District Votes:,,60257,,,,151129,,,,,
H6TX15055,TX,15,Ruben,Hinojosa,"Hinojosa, Ruben",,D,46688,86.7387507895813%,,,66311,100%,,,(I),
H0TX15033,TX,15,Mel,Hawkins,"Hawkins, Mel",,D,7138,13.2612492104188%,,,,,,,,
,TX,15,,,   ,Total Party Votes:,D,53826,,,,,,,,,
,TX,15,,,   ,Total District Votes:,,53826,,,,66311,,,,,
H6TX00115,TX,16,Silvestre,Reyes,"Reyes, Silvestre",,D,33904,100%,,,72383,100%,,,(I),
,TX,16,,,   ,Total Party Votes:,D,33904,,,,,,,,,
,TX,16,,,   ,Total District Votes:,,33904,,,,72383,,,,,
H8TX17081,TX,17,Charlie,Stenholm,"Stenholm, Charlie",,D,30426,100%,,,84136,51.3638250592171%,,,(I),
,TX,17,,,   ,Total Party Votes:,D,30426,,,,,,,,,
H2TX17043,TX,17,Rob,Beckham,"Beckham, Rob",,R,21662,100%,,,77622,47.3871211936216%,,,,
,TX,17,,,   ,Total Party Votes:,R,21662,,,,,,,,,
H2TX17050,TX,17,Fred,Jones,"Jones, Fred",,LBT,*,,,,2046,1.24905374716124%,,,,
,TX,17,,,   ,Total District Votes:,,52088,,,,163804,,,,,
H4TX18054,TX,18,Sheila Jackson,Lee,"Lee, Sheila Jackson",,D,31563,94.4039002213316%,,,99161,76.9131129485131%,,,(I),
H2TX18074,TX,18,Lenwood,Johnson,"Johnson, Lenwood",,D,1871,5.59609977866842%,,,,,,,,
,TX,18,,,   ,Total Party Votes:,D,33434,,,,,,,,,
H2TX18082,TX,18,Phillip J.,Abbott,"Abbott, Phillip J.",,R,4252,100%,,,27980,21.7023719032623%,,,,
,TX,18,,,   ,Total Party Votes:,R,4252,,,,,,,,,
H2TX18116,TX,18,Brent,Sullivan,"Sullivan, Brent",,LBT,*,,,,1785,1.38451514822456%,,,,
,TX,18,,,   ,Total District Votes:,,37686,,,,128926,,,,,
H4TX19011,TX,19,Larry,Combest,"Combest, Larry",,R,30440,,,,117092,91.6384923616329%,,,(I),
,TX,19,,,   ,Total Party Votes:,R,30440,,,,,,,,,
H2TX19049,TX,19,Larry,Johnson,"Johnson, Larry",,LBT,*,,,,10684,8.36150763836714%,,,,
,TX,19,,,   ,Total District Votes:,,30440,,,,127776,,,,,
H8TX20077,TX,20,Charles A.,Gonzalez,"Gonzalez, Charles A.",,D,25645,100%,,,68685,100%,,,(I),
,TX,20,,,,Total Party Votes:,D,25645,,,,,,,,,
,TX,20,,,   ,Total District Votes:, ,25645,,,,68685,,,,,
H6TX21012,TX,21,Lamar,Smith,"Smith, Lamar",,R,49752,100%,,,161836,72.8685730752433%,,,(I),
,TX,21,,,   ,Total Party Votes:,R,49752,,,,,,,,,
H2TX21052,TX,21,John,Courage,"Courage, John",,D,14654,100%,,,56206,25.3074162625567%,,,,
,TX,21,,,   ,Total Party Votes:,D,14654,,,,,,,,,
H2TX21060,TX,21,D.G.,Roberts,"Roberts, D.G.",,LBT,*,,,,4051,1.82401066220007%,,,,
,TX,21,,,   ,Total District Votes:,,64406,,,,222093,,,,,
H4TX22023,TX,22,Tom,DeLay,"DeLay, Tom",,R,22379,79.8565515272623%,,,100499,63.1735435367479%,,,(I),
H0TX22062,TX,22,Mike,Fjetland,"Fjetland, Mike",,R,5645,20.1434484727377%,,,,,,,,
,TX,22,,,   ,Total Party Votes:,R,28024,,,,,,,,,
H2TX22050,TX,22,Tim,Riley,"Riley, Tim",,D,4606,51.6251961443623%,,,55716,35.0230067134344%,,,,
H2TX22068,TX,22,"Frank ""Chip""",Briscoe,"Briscoe, Frank ""Chip""",,D,4316,48.3748038556378%,,,,,,,,
,TX,22,,,   ,Total Party Votes:,D,8922,,,,,,,,,
H2TX22084,TX,22,"Gerald W. ""Jerry""",LaFleur,"LaFleur, Gerald W. ""Jerry""",,LBT,*,,,,1612,1.01330114907847%,,,,
H2TX22076,TX,22,Joel,West,"West, Joel",,GRN,*,,,,1257,0.790148600739232%,,,,
,TX,22,,,   ,Total District Votes:,,36946,,,,159084,,,,,
H2TX23058,TX,23,Henry,Bonilla,"Bonilla, Henry",,R,12881,100%,,,77573,51.5257186885594%,,,(I),
,TX,23,,,   ,Total Party Votes:,R,12881,,,,,,,,,
H2TX23082,TX,23,Henry,Cuellar,"Cuellar, Henry",,D,51495,100%,,,71067,47.2042882193528%,,,,
,TX,23,,,   ,Total Party Votes:,D,51495,,,,,,,,,
H8TX21125,TX,23,Jeffrey C.,Blunt,"Blunt, Jeffrey C.",,LBT,*,,,,1106,0.734629895318561%,,,,
H2TX23090,TX,23,Ed,Scharf,"Scharf, Ed",,GRN,*,,,,806,0.535363196769223%,,,,
,TX,23,,,   ,Total District Votes:,,64376,,,,150552,,,,,
H6TX24057,TX,24,Martin,Frost,"Frost, Martin",,D,17963,100%,,,73002,64.6641982744876%,,,(I),
,TX,24,,,   ,Total Party Votes:,D,17963,,,,,,,,,
H2TX24098,TX,24,Mike Rivera,Ortega,"Ortega, Mike Rivera",,R,5770,100%,,,38332,33.9539745247755%,,,,
,TX,24,,,   ,Total Party Votes:,R,5770,,,,,,,,,
H8TX05052,TX,24,Ken,Ashby,"Ashby, Ken",,LBT,*,,,,1560,1.38182720073697%,,,,
H2TX24106,TX,24,Andrew Joseph,Ostrowski,"Ostrowski, Andrew Joseph",,I,,,,,,,,,,
,TX,24,,,   ,Total District Votes:,,23733,,,,112894,,,,,
H2TX25178,TX,25,Chris,Bell,"Bell, Chris",,D,7443,36.0942728286698%,9572,54.2999773088269%,63590,54.7594853865629%,,,,
H2TX25160,TX,25,Carroll G.,Robinson,"Robinson, Carroll G.",,D,5597,27.142233645313%,8056,45.7000226911731%,,,,,,
H4TX25067,TX,25,Paul,Colbert,"Colbert, Paul",,D,4307,20.8864749527181%,,,,,,,,
H2TX25186,TX,25,Stephen,King,"King, Stephen",,D,3274,15.8770185732991%,,,,,,,,
,TX,25,,,   ,Total Party Votes:,D,20621,,17628,,,,,,,
H0TX25024,TX,25,Tom,Reiser,"Reiser, Tom",,R,10995,100%,,,50041,43.0919862907532%,,,,
,TX,25,,,   ,Total Party Votes:,R,10995,,,,,,,,,
H2TX25194,TX,25,George,Reiter,"Reiter, George",,GRN,*,,,,1399,1.20472590117631%,,,,
H2TX25202,TX,25,Guy,McLendon,"McLendon, Guy",,LBT,*,,,,1096,0.943802421507673%,,,,
,TX,25,,,   ,Total District Votes:,,31616,,17628,,116126,,,,,
H2TX26093,TX,26,Michael C.,Burgess,"Burgess, Michael C.",,R,5703,22.5281453683587%,10522,54.6341969988058%,123195,74.8096284871082%,,,,
H2TX26069,TX,26,Scott,Armey,"Armey, Scott",,R,11493,45.3999604977286%,8737,45.3658030011943%,,,,,,
H2TX00064,TX,26,Keith A.,Self,"Self, Keith A.",,R,5610,22.1607742445191%,,,,,,,,
H2TX26119,TX,26,Roger,Sessions,"Sessions, Roger",,R,1630,6.43887023503851%,,,,,,,,
H2TX26085,TX,26,Dave,Kovatch,"Kovatch, Dave",,R,675,2.6664033181908%,,,,,,,,
H2TX26101,TX,26,David,Gulling,"Gulling, David",,R,204,0.80584633616433%,,,,,,,,
,TX,26,,,   ,Total Party Votes:,R,25315,,19259,,,,,,,
H2TX26077,TX,26,Paul William,LeBon,"LeBon, Paul William",,D,5182,100%,,,37485,22.7626033835728%,,,,
,TX,26,,,   ,Total Party Votes:,D,5182,,,,,,,,,
H2TX26135,TX,26,David Wallace,Croft,"Croft, David Wallace",,LBT,*,,,,2367,1.43735046575742%,,,,
H2TX26127,TX,26,Gary R.,Page,"Page, Gary R.",,GRN,*,,,,1631,0.990417663561617%,,,,
,TX,26,,,   ,Total District Votes:,,30497,,19259,,164678,,,,,
H2TX27026,TX,27,Solomon P.,Ortiz,"Ortiz, Solomon P.",,D,41574,100%,,,68559,61.0993770553164%,,,(I),
,TX,27,,,   ,Total Party Votes:,D,41574,,,,,,,,,
H0TX27012,TX,27,Pat,Ahumada,"Ahumada, Pat",,R,9614,100%,,,41004,36.5425233270059%,,,,
,TX,27,,,   ,Total Party Votes:,R,9614,,,,,,,,,
H2TX27117,TX,27,Christopher J.,Claytor,"Claytor, Christopher J.",,LBT,*,,,,2646,2.35809961767773%,,,,
,TX,27,,,   ,Total District Votes:,,51188,,,,112209,,,,,
H8TX28013,TX,28,Ciro D.,Rodriguez,"Rodriguez, Ciro D.",,D,41152,100%,,,71393,71.0944035052778%,,,(I),
,TX,28,,,   ,Total Party Votes:,D,41152,,,,,,,,,
H2TX28032,TX,28,Gabriel,"Perales, Jr.","Perales, Gabriel, Jr.",,R,4422,100%,,,26973,26.8601872137025%,,,,
,TX,28,,,   ,Total Party Votes:,R,4422,,,,,,,,,
H8TX23071,TX,28,"William A. ""Bill""",Stallknecht,"Stallknecht, William A. ""Bill""",,LBT,*,,,,2054,2.04540928101972%,,,,
,TX,28,,,   ,Total District Votes:,,45574,,,,100420,,,,,
H2TX29030,TX,29,Gene,Green,"Green, Gene",,D,11891,100%,,,55760,95.1649514447118%,,,(I),
,TX,29,,,   ,Total Party Votes:,D,11891,,,,,,,,,
H2TX29097,TX,29,Paul,Hansen,"Hansen, Paul",,LBT,*,,,,2833,4.83504855528818%,,,,
,TX,29,,,   ,Total District Votes:,,11891,,,,58593,,,,,
H2TX00015,TX,30,Eddie Bernice,Johnson,"Johnson, Eddie Bernice",,D,27670,100%,,,88980,74.2632514584742%,,,(I),
,TX,30,,,   ,Total Party Votes:,D,27670,,,,,,,,,
H2TX30046,TX,30,Ron,Bush,"Bush, Ron",,R,3958,75.3330795584317%,,,28981,24.1877196057321%,,,,
H2TX30053,TX,30,Zach,Rader,"Rader, Zach",,R,1296,24.6669204415683%,,,,,,,,
,TX,30,,,   ,Total Party Votes:,R,5254,,,,,,,,,
H0TX03054,TX,30,Lance ,Flores,"Flores, Lance ",,LBT,*,,,,1856,1.54902893579375%,,,,
,TX,30,,,   ,Total District Votes:,,32924,,,,119817,,,,,
H2TX31044,TX,31,John R.,Carter,"Carter, John R.",,R,9144,26.0038675918553%,13150,56.8378284923928%,111556,69.0817666146491%,,,,
H0TX07022,TX,31,Peter,Wareing,"Wareing, Peter",,R,12987,36.932658400637%,9986,43.1621715076072%,,,,,,
H2TX31028,TX,31,Brad,Barton,"Barton, Brad",,R,5751,16.3547946763736%,,,,,,,,
H2TX31085,TX,31,C. Patrick,Meece,"Meece, C. Patrick",,R,3653,10.3884654760551%,,,,,,,,
H2TX31077,TX,31,Flynn,Adcock,"Adcock, Flynn",,R,1117,3.17654419292458%,,,,,,,,
H2TX31069,TX,31,Eric,Whitfield,"Whitfield, Eric",,R,1014,2.88363098623592%,,,,,,,,
H2TX31051,TX,31,Roy,Streckfuss,"Streckfuss, Roy",,R,898,2.5537481515186%,,,,,,,,
H2TX31093,TX,31,Terry S.,Ward,"Ward, Terry S.",,R,600,1.70629052439995%,,,,,,,,
,TX,31,,,   ,Total Party Votes:,R,35164,,23136,,,,,,,
H2TX31036,TX,31,David,Bagley,"Bagley, David",,D,11741,100%,,,44183,27.3606053850536%,,,,
,TX,31,,,   ,Total Party Votes:,D,11741,,,,,,,,,
H2TX31119,TX,31,Clark,Simmons,"Simmons, Clark",,LBT,*,,,,2037,1.26142528052315%,,,,
